video_id,entity_type,entity_id,relation_type,start_time,end_time,notes
youtube_surk9nnwoxi,fighter,colt_apro,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_xogycqouw_e,fighter,colt_apro,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_xxhhyfb8kq,fighter,colt_apro,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_yfqxrut1c7m,fighter,colt_apro,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_ysyzts9p7uo,fighter,colt_apro,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_3iszag1c2f0,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_54kwdqyjoa8,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_574ikyazfj4,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_6cc4iyh_ejy,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_kgszncicwxi,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_lrsezu2mkwi,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_mzsxwh_pvtq,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_ose37zk9f4i,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_oynlvwudspu,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_qwxsvgtscqe,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_v3usbpsmp_g,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_vpw0enyucay,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_xogycqouw_e,fighter,marco_fraser,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_4tzgvgx7cg8,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_bompcnznx34,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_dhbctg1olfu,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_ifz9rupnazm,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_pzlpry9qwaw,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_szekaoaieb8,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_voqcotsamwi,fighter,misa_will_joe,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_4bnoht7mgww,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_4d8cgcsgpki,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_9hosl10mklo,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_f1u0bfqhu9o,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_lk45sjahdk0,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_oynlvwudspu,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_uqc4ki4qmai,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_voviksvmlrk,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_x1t1w3rqpb0,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_yliawvelzbm,fighter,lander_devil,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_7su1lyzlexi,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_dhbctg1olfu,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_dpfnqvami3s,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_jw_sbyayf0g,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_lzu1p7ujdos,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_qfiwnhcogvu,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_sxu4xadywj4,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_tuog5suk_fo,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_udtntbd9neu,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_veyyj1akdtc,fighter,tail_junk,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_1ptbs6ropuq,fighter,gitamin_aaron,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_4a_ucjfzwra,fighter,gitamin_aaron,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_cfrmhlwri38,fighter,gitamin_aaron,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_cgmlpwetfzy,fighter,gitamin_aaron,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_vplbxarc3pc,fighter,gitamin_aaron,reference,,,Migrated from fighters.inferred_from_video_ids.
youtube_3jbgtu_pkeu,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_an7ejcpbbhs,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ivzr3cr_yka,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mtwfjz88t8q,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_p5x_vjofkfi,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_sgrylfsil_w,fighter,python_hayashi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_p5x_vjofkfi,fighter,janimad_tospach_live_public_viewing_ver,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3y5_aacio9u,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4d8cgcsgpki,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cbwe6lcqxea,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_i3q_xcgnqu0,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ixbizmwgzn4,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lrsezu2mkwi,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ooihz_c01e0,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qh7lihmzubc,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_us8ne3rhqsq,fighter,sangoku,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_574ikyazfj4,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_8coks1pwkrk,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_e0it_vkslzc,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_g84wctvafzq,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ge7twvxd9yu,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gyn9fbpcwsq,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_irt8ikcjj4i,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_l0y4gy4llq0,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mjn3naapvig,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qh7lihmzubc,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_us8ne3rhqsq,fighter,fighter_25fddbaacc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3jbgtu_pkeu,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3knn6p1e6uu,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_9hosl10mklo,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_atvp_2lwnno,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bujuelt6hfo,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_e0it_vkslzc,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ge7twvxd9yu,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_irt8ikcjj4i,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_krrg8fyx6gq,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ohxh8yuitfy,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_u8b1_0fnkx8,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xv2i76qlrti,fighter,rolling_jr,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3iszag1c2f0,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_duxbnuo7fzm,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dvqutefmjs,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_g84wctvafzq,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gj_hwkw33s,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_h3la4h4lfck,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mzsxwh_pvtq,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o4qbvrk6qle,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qtswvquloji,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_siu9zufuwuq,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xt6yezyi6ps,fighter,fighter_82d519db98,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_2ulafpwgt9q,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_b3mm_ebk_my,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_d5p6vt8yd6e,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gj_hwkw33s,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jwumd4nyaew,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_k74fho1c9oa,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lezep1guura,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mnuuhlkn1lm,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ooihz_c01e0,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_siu9zufuwuq,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xchkwjueaku,fighter,kitamura,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_13ob38c7t_8,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_14fzpah41t0,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_6cc4iyh_ejy,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cnizik34mxe,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_d5p6vt8yd6e,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_eis5offdwks,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jfai2e7nwcw,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_m3upkoczyo4,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ose37zk9f4i,fighter,fighter_cdb8d47163,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dxknai8nu0k,fighter,fighter_cc477f9dcf,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ggjctmt9cfi,fighter,fighter_cc477f9dcf,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lzu1p7ujdos,fighter,fighter_cc477f9dcf,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_tuog5suk_fo,fighter,fighter_cc477f9dcf,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4cbcymly7ma,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cgzqssiwtgw,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_eqlubfqon_q,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gfmu865mz7a,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ghpf2shuuo0,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_s8_61fzru0,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_szekaoaieb8,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_u6_s5feulqm,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_w882wsm09lc,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xyil3ugc6bq,fighter,fighter_5d7998006d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4cbcymly7ma,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_aez1_3vh9dm,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cgzqssiwtgw,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dpfnqvami3s,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ja9gvq_3_w0,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rofy8v_0baq,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zetalrxjn68,fighter,fighter_392d495da8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_7jwrin5qehm,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_7rixgvx9na,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_agecfmrimag,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dfo_4pwonie,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gfmu865mz7a,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_puek0yf2jrm,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pzlpry9qwaw,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_siibzv70fww,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wae2pl4rfdw,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xdyu346kpua,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zmcyei8g3mi,fighter,sakaeda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bjwu94npmh8,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_d6tuqnfvmhy,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ibmvbvxf1h8,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ja9gvq_3_w0,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_nm0ig9mdpi,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o5bpc2m2id8,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_opylhps0jq0,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qx9qzizzru8,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_udtntbd9neu,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_vbacvhixam4,fighter,rancher_sugaya,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_a0e5s_8l7bk,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bniqjtmfayw,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cnizik34mxe,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dkhrnaaksho,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_eddeflnklfy,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_guswydfnwly,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jby8vkzyuys,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_k74fho1c9oa,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pj937dfydti,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rbzqpxsucyo,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rpyhrtbmqqg,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_sttxjk1ugrg,fighter,daina,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_23ui9dcnmle,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3y5_aacio9u,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ohxh8yuitfy,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qfluks4xe_a,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_vtcukxw1mhq,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zoa9z26fng0,fighter,kuwashio,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1xiijizqf6k,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5nkfum9czqg,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_g4yds9beona,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_hmig9qnqcp8,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_kgszncicwxi,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pujzpgtph2w,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_r_scebsyoxg,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wgbrpkw3_u,fighter,fighter_30b7a4a468,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3o11cg8ggo,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4bnoht7mgww,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_8coks1pwkrk,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dvqutefmjs,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_i3q_xcgnqu0,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_k73xvvbyvdq,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_v8kurvjahza,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_yliawvelzbm,fighter,fighter_a5b1c7ad26,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4a_ucjfzwra,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4hk_8kwcxao,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ibmvbvxf1h8,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_itua47cphqs,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_n9hp48kuqp4,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o3fmy6uqse0,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ufvwllt2pru,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zetalrxjn68,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zmcyei8g3mi,fighter,fighter_d9983ebeb3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_4hk_8kwcxao,fighter,fighter_5f53eea569,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_an7ejcpbbhs,fighter,fighter_5f53eea569,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_htdjihj6z_q,fighter,fighter_5f53eea569,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_n9hp48kuqp4,fighter,fighter_5f53eea569,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ymvonl5nd58,fighter,fighter_5f53eea569,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_d6tuqnfvmhy,fighter,fighter_ffbd00f5ab,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qx9qzizzru8,fighter,fighter_ffbd00f5ab,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5dmafndwhxg,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5zxi7yo4qzm,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_f93bk3gibcq,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lp2btuxgjiy,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_p6jlkp0q7yg,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_s8_61fzru0,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xdyu346kpua,fighter,fighter_b23cf227ff,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5zxi7yo4qzm,fighter,fighter_e590e4eb0f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ckhfjmv2gfe,fighter,fighter_e590e4eb0f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dfo_4pwonie,fighter,fighter_e590e4eb0f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_f93bk3gibcq,fighter,fighter_e590e4eb0f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lieo6s_renc,fighter,fighter_e590e4eb0f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_7su1lyzlexi,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fknoghflync,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
