video_id,entity_type,entity_id,relation_type,start_time,end_time,notes
youtube_ggjctmt9cfi,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qfiwnhcogvu,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_voqcotsamwi,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zvs_zboqwzm,fighter,fighter_8d86ebfe6f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jby8vkzyuys,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lezep1guura,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pkhb34uskzs,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_prnriq9ymo8,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rpyhrtbmqqg,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zeunufd2xjc,fighter,tsuoshi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bvtj1lsfwz4,fighter,no_118,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bvtj1lsfwz4,fighter,fighter_578e54d009,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_isftownyj1u,fighter,fighter_578e54d009,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ifu9zhhjmzi,fighter,fighter_3b93aaef4c,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ifu9zhhjmzi,fighter,fighter_6579bb563a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_a8qhaua4i1g,fighter,fighter_a20697a85d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_a8qhaua4i1g,fighter,fighter_dc0d28e973,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_s99fvrs7evw,fighter,fighter_289c68dda1,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_s99fvrs7evw,fighter,fighter_3ce17be3cd,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pcudq7vtm_g,fighter,fighter_c5a0e29e83,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pcudq7vtm_g,fighter,fighter_01c8f1b9f0,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fuaaxecs6he,fighter,fighter_32d0d719ec,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ghpf2shuuo0,fighter,fighter_32d0d719ec,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lp2btuxgjiy,fighter,fighter_32d0d719ec,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qf4ikb9ib_c,fighter,fighter_32d0d719ec,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_nm0ig9mdpi,fighter,zett,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_agecfmrimag,fighter,fighter_b9115f2d71,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dxknai8nu0k,fighter,fighter_b9115f2d71,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fynnomuod1i,fighter,fighter_b9115f2d71,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_kb7j3t8t8zs,fighter,fighter_b9115f2d71,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bjwu94npmh8,fighter,fighter_23a078dc11,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o3fmy6uqse0,fighter,fighter_23a078dc11,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_w882wsm09lc,fighter,fighter_23a078dc11,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ymvonl5nd58,fighter,fighter_23a078dc11,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zvs_zboqwzm,fighter,fighter_23a078dc11,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wgbrpkw3_u,fighter,fighter_8e8b526dc1,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_c9dw76himya,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gmfpy9x6hec,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mnp9fbyafra,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rqenv8yfeci,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_szu3dddzt7i,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wuxl5lwpr_s,fighter,fighter_31e0efe5d2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_48v5jmjeu1e,fighter,fighter_a850bd04f1,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_b4zgeurnq5m,fighter,fighter_a850bd04f1,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ewcidvvtuxu,fighter,fighter_a850bd04f1,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1xiijizqf6k,fighter,sakurai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_f_lgazqr_k,fighter,sakurai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fuaaxecs6he,fighter,sakurai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jvdwhu96dwe,fighter,sakurai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1gjvqnjwjo4,fighter,fighter_3c507e2d6d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gencjoexft8,fighter,fighter_3c507e2d6d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lieo6s_renc,fighter,fighter_3c507e2d6d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_tg_jild1vk0,fighter,fighter_3c507e2d6d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_youvqzjbhty,fighter,fighter_3c507e2d6d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gencjoexft8,fighter,fighter_1eccfcf027,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bujuelt6hfo,fighter,fighter_0f7f08df67,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wb89rr2aolc,fighter,fighter_0f7f08df67,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_htdjihj6z_q,fighter,fighter_169d4ecfe8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_tau8z1fn26s,fighter,fighter_169d4ecfe8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wb89rr2aolc,fighter,fighter_169d4ecfe8,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_0f7ci7mo380,fighter,fighter_41a3b1ba33,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1gjvqnjwjo4,fighter,fighter_41a3b1ba33,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_aez1_3vh9dm,fighter,fighter_41a3b1ba33,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_sgrylfsil_w,fighter,fighter_41a3b1ba33,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ifz9rupnazm,fighter,fighter_808e183fda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xyil3ugc6bq,fighter,fighter_808e183fda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_yrhdgy_73de,fighter,fighter_808e183fda,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_7rixgvx9na,fighter,fighter_e9d2feca82,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_aczznfws9eg,fighter,fighter_e9d2feca82,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_bvdghnzn_b0,fighter,fighter_e9d2feca82,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ephgtzg6nfs,fighter,fighter_e9d2feca82,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_kb_ww6hufqg,fighter,kazeno,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pdnwpfzix_s,fighter,kazeno,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_tg_jild1vk0,fighter,kazeno,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_0f7ci7mo380,fighter,kodama,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_kb_ww6hufqg,fighter,kodama,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5dmafndwhxg,fighter,fighter_468bc73db5,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_puek0yf2jrm,fighter,fighter_468bc73db5,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_0nt8ufrwimc,fighter,kabuto,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rbzqpxsucyo,fighter,kabuto,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ylxlp33n0ga,fighter,kabuto,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_0nt8ufrwimc,fighter,fighter_020b361a38,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_14fzpah41t0,fighter,fighter_020b361a38,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_guswydfnwly,fighter,fighter_020b361a38,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ijoc_e8tcys,fighter,fighter_020b361a38,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wdwtmtyvh_y,fighter,fighter_020b361a38,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ttl61cvhxrw,fighter,fighter_7e5c52a901,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_h3la4h4lfck,fighter,max_gp,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_5nkfum9czqg,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cx_ge_lrruq,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jdzqmwx4vg4,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jvdwhu96dwe,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xi7nktkis9a,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_yfqxrut1c7m,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zp7rkliamr4,fighter,fighter_4d6356d021,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_z5lialvefc,fighter,fighter_062d57b5e3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xxhhyfb8kq,fighter,fighter_e9dbb51256,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_vtcukxw1mhq,fighter,fighter_c6b52ed0b2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zp7rkliamr4,fighter,fighter_c6b52ed0b2,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3k_jsttv5wi,fighter,fighter_764b98c3bb,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_atvp_2lwnno,fighter,fighter_eddb8db316,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_drke4kjgmuu,fighter,fighter_eddb8db316,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gerbahnq_po,fighter,fighter_eddb8db316,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o4qbvrk6qle,fighter,fighter_eddb8db316,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ik8_4qwygxs,fighter,fighter_c333ddf234,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jh3r2cq39gc,fighter,fighter_c333ddf234,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mzffdb97ygw,fighter,fighter_c333ddf234,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wdwtmtyvh_y,fighter,fighter_c333ddf234,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cgmlpwetfzy,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fknoghflync,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_lj_cbs1xmiq,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_rofy8v_0baq,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_sxu4xadywj4,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ufvwllt2pru,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_vvxae1wlsxm,fighter,fighter_e15b590179,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ckhfjmv2gfe,fighter,fighter_d698e2e0fb,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_eqlubfqon_q,fighter,fighter_d698e2e0fb,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_m3upkoczyo4,fighter,no_95,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_13ob38c7t_8,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_asrr1witayq,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dcfiqm3hguy,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_uac5dnojzno,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zeunufd2xjc,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zlcjdyc17x4,fighter,kyonai,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1tjfo_ln_zy,fighter,fighter_2fdaa958ad,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_kb7j3t8t8zs,fighter,fighter_2fdaa958ad,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jo26n2x7374,fighter,fighter_0de6ecf382,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ldhxdwyhrdi,fighter,fighter_0de6ecf382,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_sttxjk1ugrg,fighter,fighter_0de6ecf382,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_zlcjdyc17x4,fighter,fighter_0de6ecf382,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gapmkahkaca,fighter,fighter_4315a5de6a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ixbizmwgzn4,fighter,fighter_4315a5de6a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mjn3naapvig,fighter,fighter_4315a5de6a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xt6yezyi6ps,fighter,fighter_4315a5de6a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_drke4kjgmuu,fighter,fighter_ceabf5fde9,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gyn9fbpcwsq,fighter,fighter_ceabf5fde9,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_v8kurvjahza,fighter,fighter_ceabf5fde9,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wtgb_0m60sk,fighter,fighter_ceabf5fde9,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gapmkahkaca,fighter,kawakami,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_k73xvvbyvdq,fighter,kawakami,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_wtgb_0m60sk,fighter,kawakami,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xv2i76qlrti,fighter,kawakami,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_aczznfws9eg,fighter,fighter_d85580c276,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_v3usbpsmp_g,fighter,fighter_615bb339dc,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1ap2i0us_bu,fighter,fighter_ce9074c06f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_f1d9nd7knz4,fighter,fighter_ce9074c06f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_vpw0enyucay,fighter,fighter_ce9074c06f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_xi7nktkis9a,fighter,fighter_b73b14350a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_yrhdgy_73de,fighter,fighter_101d6a4f3f,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fmozl8mbbds,fighter,fighter_8c8e6330f0,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dmjc2rydolm,fighter,fighter_977f2fdd1d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_gmfpy9x6hec,fighter,fighter_977f2fdd1d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_iawju8_v9bm,fighter,fighter_0d592ec5c6,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3knn6p1e6uu,fighter,fighter_6cc24375aa,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_3o11cg8ggo,fighter,fighter_6cc24375aa,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_fojc5uhptkc,fighter,fighter_c6720136f7,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_h5bbdqgpdb0,fighter,fighter_c6720136f7,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ik8_4qwygxs,fighter,fighter_c6720136f7,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_h5bbdqgpdb0,fighter,fighter_7bfff5d96b,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jw_sbyayf0g,fighter,fighter_13ff7e99ab,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_p6jlkp0q7yg,fighter,fighter_1306a749d5,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_u6_s5feulqm,fighter,fighter_083d80ec79,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_r_scebsyoxg,fighter,fighter_4282deeb57,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_1tjfo_ln_zy,fighter,fighter_4b95bfe573,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_c9dw76himya,fighter,fighter_02f4705d18,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_tau8z1fn26s,fighter,fighter_24e2dfb4f3,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_itua47cphqs,fighter,fighter_abca156858,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cx_ge_lrruq,fighter,fighter_0f529b069a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_f_lgazqr_k,fighter,fighter_0f529b069a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_g4yds9beona,fighter,fighter_0f529b069a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_o5bpc2m2id8,fighter,fighter_452ac4db9c,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_a0e5s_8l7bk,fighter,fighter_ca8f747620,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dscftjpgwme,fighter,fighter_ca8f747620,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_pkhb34uskzs,fighter,fighter_ca8f747620,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dscftjpgwme,fighter,rokkou,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mns910ezhl0,fighter,rokkou,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_uac5dnojzno,fighter,rokkou,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_duxbnuo7fzm,fighter,fighter_7c5cf999ac,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_qfluks4xe_a,fighter,fighter_7c5cf999ac,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ylkt9wt9zwk,fighter,fighter_5a3a5740e6,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_hkiilcnumae,fighter,fighter_15a01339a6,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_mns910ezhl0,fighter,fighter_3a174b0d17,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_cbwe6lcqxea,fighter,fighter_675633087d,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_dcfiqm3hguy,fighter,katsuragi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_jo26n2x7374,fighter,katsuragi,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_youvqzjbhty,fighter,fighter_c98552cdc9,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_ivzr3cr_yka,fighter,fighter_d3f7158d8a,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_n20_g5cynje,fighter,ginnosuke,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_e8wdonlgqdm,fighter,fighter_5fa6c40d05,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
youtube_e8wdonlgqdm,fighter,fighter_130ce1e900,reference,,,Migrated from fighters.inferred_from_video_ids. inferred_confidence=medium.
