bout_id,event_id,promotion_id,bout_order,division,weight_class_id,bout_type,result_status,round,time,method_raw,method_normalized,technique,decision_score,is_title_bout,title_id,title_result,title_note,notes,inferred_from_video_id,inferred_from_video_title,inferred_confidence
emperor-110-lp2btuxgjiy,emperor-110,emperor,1,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n7ac855e720de lines 4-4.,youtube_lp2btuxgjiy,【エンペラー公式ルールは概要欄】フルファイト！ダートソンvsレイ・ガシーオ エンペラーNo.110 ミドル級ワンマッチ,high
emperor-110-dfo_4pwonie,emperor-110,emperor,2,ミドル級,middleweight,one_match,unknown,,19分03秒,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n7ac855e720de lines 31-42.,youtube_dfo_4pwonie,フルファイト！アトゥリうえはらvsさかえだ エンペラーNo.110 ミドル級ワンマッチ,high
emperor-110-1tjfo_ln_zy,emperor-110,emperor,3,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n7ac855e720de lines 46-58.,youtube_1tjfo_ln_zy,フルファイト！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,high
emperor-110-yrhdgy_73de,emperor-110,emperor,4,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_yrhdgy_73de,フルファイト！ブレード・アローvsパリド・アーディン エンペラーNo.110 ミドル級ワンマッチ,high
emperor-110-eqlubfqon_q,emperor-110,emperor,5,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_eqlubfqon_q,フルファイト！ヴァン・ブルックスvsダイス・ヴォルケード エンペラーNo.110 ミドル級ワンマッチ,high
emperor-111-xyil3ugc6bq,emperor-111,emperor,1,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_xyil3ugc6bq,フルファイト！ブレード・アローvsダイス・ヴォルケード エンペラーNo.111 ミドル級ワンマッチ,high
emperor-111-kb7j3t8t8zs,emperor-111,emperor,2,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_kb7j3t8t8zs,フルファイト！ロコール・アラニンvsチャールス・ブランディン エンペラーNo.111 ミドル級ワンマッチ,high
emperor-112-xogycqouw_e,emperor-112,emperor,1,ライト級,lightweight,title_match,unknown,,,,,,,true,emperor-lightweight,change,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_xogycqouw_e,フルファイト！コルト・アプローvsマルコ・フレイザー エンペラーNo.112 ライト級タイトルマッチ,high
emperor-113-f_lgazqr_k,emperor-113,emperor,1,ライト級,lightweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n4673c4012f34 lines 4-4.,youtube_f_lgazqr_k,フルファイト！クレイエル・アビソカvsさくらい　エンペラーNo.113 ライト級ワンマッチ,high
emperor-113-kk2aas86c94,emperor-113,emperor,2,ライト級,lightweight,one_match,unknown,,23分38秒,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n4673c4012f34 lines 31-42.,youtube_kk2aas86c94,フルファイト！コルト・アプローvsブルーワン エンペラーNo.113 ライト級ワンマッチ,high
emperor-113-5nkfum9czqg,emperor-113,emperor,3,ライト級,lightweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-n4673c4012f34 lines 46-58.,youtube_5nkfum9czqg,フルファイト！ステシエン・チェットvsゆめろう エンペラーNo.113 ライト級ワンマッチ,high
emperor-113-p6jlkp0q7yg,emperor-113,emperor,4,ミドル級,middleweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_p6jlkp0q7yg,フルファイト！ダートソンvsレイ・ガシーオ２エンペラーNo.113 ミドル級ワンマッチ,high
emperor-113-1ap2i0us_bu,emperor-113,emperor,5,ライト級,lightweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,youtube_1ap2i0us_bu,フルファイト！パット・バミューダvsナパーム エンペラーNo.113 ライト級ワンマッチ,high
emperor-114-jvdwhu96dwe,emperor-114,emperor,1,ライト級,lightweight,one_match,unknown,,,,,,,false,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。 Structured result candidate from note-ndbe7c7364326 lines 4-4.,youtube_jvdwhu96dwe,フルファイト！ゆめろうvsさくらい エンペラーNo.114 ライト級ワンマッチ,high
