mention_id,source_id,source_type,source_ref_id,line_number,mention_type,entity_type,entity_hint,matched_text,context,confidence,notes
note:note-emperor-line-00021,note:note-emperor,note_article,note-emperor,21,result,bout,,２代目 むらき（ターゲットライト級王座統一）,２代目 むらき（ターゲットライト級王座統一）,medium,Auto-extracted from source document text.
note:note-max-bout-line-00001,note:note-max-bout,note_article,note-max-bout,1,event,event,MAXバウト,MAXバウト｜アラカク通信のーと,MAXバウト｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-max-bout-line-00005,note:note-max-bout,note_article,note-max-bout,5,event,event,MAXバウト,MAXバウト,MAXバウト,medium,Auto-extracted from source document text.
note:note-max-bout-line-00009,note:note-max-bout,note_article,note-max-bout,9,event,event,MAXバウト,MAXバウトとはメジャー３団体（ターゲット、エンペラー、マウンテン・ヒーローズ）の強者たちだけが戦える日本の総合格闘技団体。,MAXバウトとはメジャー３団体（ターゲット、エンペラー、マウンテン・ヒーローズ）の強者たちだけが戦える日本の総合格闘技団体。,medium,Auto-extracted from source document text.
note:note-max-bout-line-00012,note:note-max-bout,note_article,note-max-bout,12,event,event,MAXバウト,（＊MAXバウトにはNo.シリーズはなく不定期なため、団体とゆうよりMAXバウトとゆう大会）,（＊MAXバウトにはNo.シリーズはなく不定期なため、団体とゆうよりMAXバウトとゆう大会）,medium,Auto-extracted from source document text.
note:note-max-bout-line-00020,note:note-max-bout,note_article,note-max-bout,20,event,event,MAXバウト,【MAXバウトの歴代王者】,【MAXバウトの歴代王者】,medium,Auto-extracted from source document text.
note:note-n001f39a5fefb-line-00001,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,1,event,event,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33試合結果｜アラカク通信のーと,マウンテン・ヒーローズNo.33試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n001f39a5fefb-line-00005,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,5,event,event,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33試合結果,マウンテン・ヒーローズNo.33試合結果,medium,Auto-extracted from source document text.
note:note-n001f39a5fefb-line-00009,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,9,event,event,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33,medium,Auto-extracted from source document text.
note:note-n001f39a5fefb-line-00014,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,14,result,bout,,（2R3分46秒KO 左フック→右ジャブ→パウンド）,（2R3分46秒KO 左フック→右ジャブ→パウンド）,medium,Auto-extracted from source document text.
note:note-n001f39a5fefb-line-00024,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,24,result,bout,,（1R2分23秒KO 左フック）,（1R2分23秒KO 左フック）,medium,Auto-extracted from source document text.
note:note-n046653bda67a-line-00001,note:note-n046653bda67a,note_article,note-n046653bda67a,1,matchup,bout,マウンテン・ヒーローズNo.32,マウンテン・ヒーローズNo.32対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.32対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n046653bda67a-line-00005,note:note-n046653bda67a,note_article,note-n046653bda67a,5,matchup,bout,マウンテン・ヒーローズNo.32,マウンテン・ヒーローズNo.32対戦カード,マウンテン・ヒーローズNo.32対戦カード,medium,Auto-extracted from source document text.
note:note-n046653bda67a-line-00009,note:note-n046653bda67a,note_article,note-n046653bda67a,9,event,event,マウンテン・ヒーローズNo.32,マウンテン・ヒーローズNo.32,マウンテン・ヒーローズNo.32,medium,Auto-extracted from source document text.
note:note-n046653bda67a-line-00010,note:note-n046653bda67a,note_article,note-n046653bda67a,10,result,bout,,☆ライト級ワンマッチ（ノンタイトル）,☆ライト級ワンマッチ（ノンタイトル）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00001,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,1,event,event,ターゲットNo.93,ターゲットNo.93試合結果｜アラカク通信のーと,ターゲットNo.93試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00005,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,5,event,event,ターゲットNo.93,ターゲットNo.93試合結果,ターゲットNo.93試合結果,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00009,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,9,event,event,ターゲットNo.93,ターゲットNo.93試合結果,ターゲットNo.93試合結果,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00010,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,10,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00014,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,14,result,bout,,（1R1分51秒KO 膝蹴り→パウンド）,（1R1分51秒KO 膝蹴り→パウンド）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00015,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,15,result,bout,,＊防衛数,＊防衛数,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00020,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,20,result,bout,,（1R1分３２秒 RNC）,（1R1分３２秒 RNC）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00025,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,25,result,bout,,（3R終了判定2-1）,（3R終了判定2-1）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00030,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,30,result,bout,,（1R1分50秒KO 左アッパー）,（1R1分50秒KO 左アッパー）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00035,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,35,result,bout,,（2R2分15秒KO 三日月蹴り→パウンド）,（2R2分15秒KO 三日月蹴り→パウンド）,medium,Auto-extracted from source document text.
note:note-n05a3b7b38805-line-00040,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,40,result,bout,,（1R1分28秒KO 左ストレート）,（1R1分28秒KO 左ストレート）,medium,Auto-extracted from source document text.
note:note-n140f32db6ddd-line-00001,note:note-n140f32db6ddd,note_article,note-n140f32db6ddd,1,matchup,bout,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.30対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n140f32db6ddd-line-00005,note:note-n140f32db6ddd,note_article,note-n140f32db6ddd,5,matchup,bout,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30対戦カード,マウンテン・ヒーローズNo.30対戦カード,medium,Auto-extracted from source document text.
note:note-n140f32db6ddd-line-00009,note:note-n140f32db6ddd,note_article,note-n140f32db6ddd,9,matchup,bout,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30対戦カード,マウンテン・ヒーローズNo.30対戦カード,medium,Auto-extracted from source document text.
note:note-n140f32db6ddd-line-00010,note:note-n140f32db6ddd,note_article,note-n140f32db6ddd,10,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00001,note:note-n15885dea4393,note_article,note-n15885dea4393,1,event,event,ターゲットNo.101,ターゲットNo.101試合結果｜アラカク通信のーと,ターゲットNo.101試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00005,note:note-n15885dea4393,note_article,note-n15885dea4393,5,event,event,ターゲットNo.101,ターゲットNo.101試合結果,ターゲットNo.101試合結果,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00009,note:note-n15885dea4393,note_article,note-n15885dea4393,9,event,event,ターゲットNo.101,ターゲットNo.101,ターゲットNo.101,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00010,note:note-n15885dea4393,note_article,note-n15885dea4393,10,result,bout,,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00014,note:note-n15885dea4393,note_article,note-n15885dea4393,14,result,bout,,（1R3分35秒KO 左アッパー→パウンド）,（1R3分35秒KO 左アッパー→パウンド）,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00015,note:note-n15885dea4393,note_article,note-n15885dea4393,15,result,bout,,ギタミン・アーロン防衛［1］,ギタミン・アーロン防衛［1］,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00020,note:note-n15885dea4393,note_article,note-n15885dea4393,20,result,bout,,（2R3分29秒KO 飛び込みパンチ→パウンド）,（2R3分29秒KO 飛び込みパンチ→パウンド）,medium,Auto-extracted from source document text.
note:note-n15885dea4393-line-00030,note:note-n15885dea4393,note_article,note-n15885dea4393,30,result,bout,,（3R2分11秒KO パウンド）,（3R2分11秒KO パウンド）,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00001,note:note-n168697057b95,note_article,note-n168697057b95,1,event,event,MAXバウト,MAXバウトスペシャルワンマッチ大会試合結果｜アラカク通信のーと,MAXバウトスペシャルワンマッチ大会試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00005,note:note-n168697057b95,note_article,note-n168697057b95,5,event,event,MAXバウト,MAXバウトスペシャルワンマッチ大会試合結果,MAXバウトスペシャルワンマッチ大会試合結果,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00009,note:note-n168697057b95,note_article,note-n168697057b95,9,event,event,MAXバウト,MAXバウトスペシャルワンマッチ大会試合結果,MAXバウトスペシャルワンマッチ大会試合結果,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00014,note:note-n168697057b95,note_article,note-n168697057b95,14,result,bout,,（3R終了 判定3-0）,（3R終了 判定3-0）,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00019,note:note-n168697057b95,note_article,note-n168697057b95,19,result,bout,,（3R終了 判定3-0）,（3R終了 判定3-0）,medium,Auto-extracted from source document text.
note:note-n168697057b95-line-00029,note:note-n168697057b95,note_article,note-n168697057b95,29,result,bout,,（3R3分05秒 RNC）,（3R3分05秒 RNC）,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00001,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,1,event,event,マウンテン・ヒーローズNo.34,マウンテン・ヒーローズNo.34 試合結果｜アラカク通信のーと,マウンテン・ヒーローズNo.34 試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00005,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,5,event,event,マウンテン・ヒーローズNo.34,マウンテン・ヒーローズNo.34 試合結果,マウンテン・ヒーローズNo.34 試合結果,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00009,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,9,event,event,マウンテン・ヒーローズNo.34,マウンテン・ヒーローズNo.34 試合結果,マウンテン・ヒーローズNo.34 試合結果,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00014,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,14,result,bout,,（1R3分25秒KO 左アッパー→パウンド）,（1R3分25秒KO 左アッパー→パウンド）,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00019,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,19,result,bout,,（3R終了 判定2-1）,（3R終了 判定2-1）,medium,Auto-extracted from source document text.
note:note-n16df678bd0b6-line-00024,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,24,result,bout,,（1R0分13秒KO 左ストレート）,（1R0分13秒KO 左ストレート）,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00001,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,1,event,event,ターゲットNo.90,ターゲットNo.90 エンペラーNo.111合同大会試合結果｜アラカク通信のーと,ターゲットNo.90 エンペラーNo.111合同大会試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00005,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,5,event,event,ターゲットNo.90,ターゲットNo.90 エンペラーNo.111合同大会試合結果,ターゲットNo.90 エンペラーNo.111合同大会試合結果,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00009,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,9,event,event,ターゲットNo.90,ターゲットNo.90 エンペラーNo.111合同大会,ターゲットNo.90 エンペラーNo.111合同大会,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00013,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,13,result,bout,,（1R2分54秒一本 腕ひしぎ十字固め）,（1R2分54秒一本 腕ひしぎ十字固め）,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00016,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,16,result,bout,,（1R1分59秒KO パウンド®️）,（1R1分59秒KO パウンド®️）,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00019,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,19,result,bout,,（1R1分45秒TKO タップアウト 肘脱臼）,（1R1分45秒TKO タップアウト 肘脱臼）,medium,Auto-extracted from source document text.
note:note-n1dad6c53911a-line-00022,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,22,result,bout,,（1R1分50秒KO 左ボディブロー）,（1R1分50秒KO 左ボディブロー）,medium,Auto-extracted from source document text.
note:note-n1ef5797085bc-line-00001,note:note-n1ef5797085bc,note_article,note-n1ef5797085bc,1,matchup,bout,エンペラーNo.118,エンペラーNo.118対戦カード｜アラカク通信のーと,エンペラーNo.118対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n1ef5797085bc-line-00005,note:note-n1ef5797085bc,note_article,note-n1ef5797085bc,5,matchup,bout,エンペラーNo.118,エンペラーNo.118対戦カード,エンペラーNo.118対戦カード,medium,Auto-extracted from source document text.
note:note-n1ef5797085bc-line-00009,note:note-n1ef5797085bc,note_article,note-n1ef5797085bc,9,matchup,bout,エンペラーNo.118,エンペラーNo.118 対戦カード,エンペラーNo.118 対戦カード,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00001,note:note-n25252920d028,note_article,note-n25252920d028,1,event,event,エンペラーNo.115,エンペラーNo.115試合結果｜アラカク通信のーと,エンペラーNo.115試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00005,note:note-n25252920d028,note_article,note-n25252920d028,5,event,event,エンペラーNo.115,エンペラーNo.115試合結果,エンペラーNo.115試合結果,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00009,note:note-n25252920d028,note_article,note-n25252920d028,9,event,event,エンペラーNo.115,エンペラーNo.115,エンペラーNo.115,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00010,note:note-n25252920d028,note_article,note-n25252920d028,10,result,bout,,☆エンペラーライト級タイトルマッチ,☆エンペラーライト級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00014,note:note-n25252920d028,note_article,note-n25252920d028,14,result,bout,,（3R2分40秒KO 左ハイキック）,（3R2分40秒KO 左ハイキック）,medium,Auto-extracted from source document text.
note:note-n25252920d028-line-00035,note:note-n25252920d028,note_article,note-n25252920d028,35,result,bout,,（1R3分42秒KO パンチ連打）,（1R3分42秒KO パンチ連打）,medium,Auto-extracted from source document text.
note:note-n25851bb5dc20-line-00001,note:note-n25851bb5dc20,note_article,note-n25851bb5dc20,1,matchup,bout,ターゲットNo.97,ターゲットNo.97対戦カード｜アラカク通信のーと,ターゲットNo.97対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n25851bb5dc20-line-00005,note:note-n25851bb5dc20,note_article,note-n25851bb5dc20,5,matchup,bout,ターゲットNo.97,ターゲットNo.97対戦カード,ターゲットNo.97対戦カード,medium,Auto-extracted from source document text.
note:note-n25851bb5dc20-line-00009,note:note-n25851bb5dc20,note_article,note-n25851bb5dc20,9,matchup,bout,ターゲットNo.97,ターゲットNo.97対戦カード,ターゲットNo.97対戦カード,medium,Auto-extracted from source document text.
note:note-n25851bb5dc20-line-00032,note:note-n25851bb5dc20,note_article,note-n25851bb5dc20,32,matchup,bout,,vs,vs,medium,Auto-extracted from source document text.
note:note-n28b5489ba3da-line-00001,note:note-n28b5489ba3da,note_article,note-n28b5489ba3da,1,matchup,bout,マウンテン・ヒーローズNo.39,マウンテン・ヒーローズNo.39対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.39対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n28b5489ba3da-line-00005,note:note-n28b5489ba3da,note_article,note-n28b5489ba3da,5,matchup,bout,マウンテン・ヒーローズNo.39,マウンテン・ヒーローズNo.39対戦カード,マウンテン・ヒーローズNo.39対戦カード,medium,Auto-extracted from source document text.
note:note-n28b5489ba3da-line-00009,note:note-n28b5489ba3da,note_article,note-n28b5489ba3da,9,matchup,bout,マウンテン・ヒーローズNo.39,マウンテン・ヒーローズNo.39対戦カード,マウンテン・ヒーローズNo.39対戦カード,medium,Auto-extracted from source document text.
note:note-n28dec20d5260-line-00001,note:note-n28dec20d5260,note_article,note-n28dec20d5260,1,matchup,bout,マウンテン・ヒーローズNo.40,マウンテン・ヒーローズNo.40対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.40対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n28dec20d5260-line-00005,note:note-n28dec20d5260,note_article,note-n28dec20d5260,5,matchup,bout,マウンテン・ヒーローズNo.40,マウンテン・ヒーローズNo.40対戦カード,マウンテン・ヒーローズNo.40対戦カード,medium,Auto-extracted from source document text.
note:note-n28dec20d5260-line-00009,note:note-n28dec20d5260,note_article,note-n28dec20d5260,9,event,event,マウンテン・ヒーローズNo.40,マウンテン・ヒーローズNo.40,マウンテン・ヒーローズNo.40,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00001,note:note-n2a15808854f2,note_article,note-n2a15808854f2,1,event,event,エンペラーNo.119,エンペラーNo.119試合結果｜アラカク通信のーと,エンペラーNo.119試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00005,note:note-n2a15808854f2,note_article,note-n2a15808854f2,5,event,event,エンペラーNo.119,エンペラーNo.119試合結果,エンペラーNo.119試合結果,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00009,note:note-n2a15808854f2,note_article,note-n2a15808854f2,9,event,event,エンペラーNo.119,エンペラーNo.119試合結果,エンペラーNo.119試合結果,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00014,note:note-n2a15808854f2,note_article,note-n2a15808854f2,14,result,bout,,（1R終了時TKO コーナーストップ）,（1R終了時TKO コーナーストップ）,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00019,note:note-n2a15808854f2,note_article,note-n2a15808854f2,19,result,bout,,（1R2分09秒KO 左フック）,（1R2分09秒KO 左フック）,medium,Auto-extracted from source document text.
note:note-n2a15808854f2-line-00029,note:note-n2a15808854f2,note_article,note-n2a15808854f2,29,result,bout,,（1R2分24秒 RNC）,（1R2分24秒 RNC）,medium,Auto-extracted from source document text.
note:note-n2b1afe4a5489-line-00001,note:note-n2b1afe4a5489,note_article,note-n2b1afe4a5489,1,matchup,bout,ターゲットNo.93,ターゲットNo.93対戦カード｜アラカク通信のーと,ターゲットNo.93対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n2b1afe4a5489-line-00005,note:note-n2b1afe4a5489,note_article,note-n2b1afe4a5489,5,matchup,bout,ターゲットNo.93,ターゲットNo.93対戦カード,ターゲットNo.93対戦カード,medium,Auto-extracted from source document text.
note:note-n2b1afe4a5489-line-00009,note:note-n2b1afe4a5489,note_article,note-n2b1afe4a5489,9,matchup,bout,ターゲットNo.93,ターゲットNo.93対戦カード,ターゲットNo.93対戦カード,medium,Auto-extracted from source document text.
note:note-n2b1afe4a5489-line-00010,note:note-n2b1afe4a5489,note_article,note-n2b1afe4a5489,10,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00001,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,1,matchup,bout,MAXバウト,MAXバウトスペシャルワンマッチ大会No.2対戦カード｜アラカク通信のーと,MAXバウトスペシャルワンマッチ大会No.2対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00005,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,5,matchup,bout,MAXバウト,MAXバウトスペシャルワンマッチ大会No.2対戦カード,MAXバウトスペシャルワンマッチ大会No.2対戦カード,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00009,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,9,matchup,bout,MAXバウト,MAXバウトスペシャルワンマッチ大会No.2対戦カード,MAXバウトスペシャルワンマッチ大会No.2対戦カード,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00012,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,12,result,bout,,⑥メジャー戦績⑦主戦団体⑧タイトル,⑥メジャー戦績⑦主戦団体⑧タイトル,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00019,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,19,event,event,MAXバウト,第7回MAXバウトライト級GP優勝,第7回MAXバウトライト級GP優勝,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00033,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,33,event,event,MAXバウト,第5回 MAXバウトライト級GP優勝,第5回 MAXバウトライト級GP優勝,medium,Auto-extracted from source document text.
note:note-n2c83076aedb9-line-00072,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,72,event,event,MAXバウト,第6回 MAXバウトライト級GP優勝,第6回 MAXバウトライト級GP優勝,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00001,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,1,event,event,エンペラーNo.110,エンペラーNo.110 試合結果｜アラカク通信のーと,エンペラーNo.110 試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00005,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,5,event,event,エンペラーNo.110,エンペラーNo.110 試合結果,エンペラーNo.110 試合結果,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00008,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,8,event,event,エンペラーNo.110,エンペラーNo.110 試合結果,エンペラーNo.110 試合結果,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00017,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,17,result,bout,,（1R1分22秒KO 右フック）,（1R1分22秒KO 右フック）,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00020,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,20,result,bout,,（3R3分06秒TKO タオル投入）,（3R3分06秒TKO タオル投入）,medium,Auto-extracted from source document text.
note:note-n2ecf288742b3-line-00023,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,23,result,bout,,（1R2分10秒TKO パウンド®️）,（1R2分10秒TKO パウンド®️）,medium,Auto-extracted from source document text.
note:note-n32f248989390-line-00001,note:note-n32f248989390,note_article,note-n32f248989390,1,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果｜アラカク通信のーと,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n32f248989390-line-00005,note:note-n32f248989390,note_article,note-n32f248989390,5,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果,medium,Auto-extracted from source document text.
note:note-n32f248989390-line-00008,note:note-n32f248989390,note_article,note-n32f248989390,8,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント,第６回 MAXバウトライト級トーナメント,medium,Auto-extracted from source document text.
note:note-n32f248989390-line-00015,note:note-n32f248989390,note_article,note-n32f248989390,15,result,bout,,3R終了 判定2-1,3R終了 判定2-1,medium,Auto-extracted from source document text.
note:note-n32f248989390-line-00021,note:note-n32f248989390,note_article,note-n32f248989390,21,result,bout,,1R終了 TKO タオル投入によるコーナーストップ,1R終了 TKO タオル投入によるコーナーストップ,medium,Auto-extracted from source document text.
note:note-n331fef154e1f-line-00001,note:note-n331fef154e1f,note_article,note-n331fef154e1f,1,matchup,bout,エンペラーNo.120,エンペラーNo.120対戦カード｜アラカク通信のーと,エンペラーNo.120対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n331fef154e1f-line-00005,note:note-n331fef154e1f,note_article,note-n331fef154e1f,5,matchup,bout,エンペラーNo.120,エンペラーNo.120対戦カード,エンペラーNo.120対戦カード,medium,Auto-extracted from source document text.
note:note-n331fef154e1f-line-00009,note:note-n331fef154e1f,note_article,note-n331fef154e1f,9,matchup,bout,エンペラーNo.120,エンペラーNo.120対戦カード,エンペラーNo.120対戦カード,medium,Auto-extracted from source document text.
note:note-n371a737986c1-line-00001,note:note-n371a737986c1,note_article,note-n371a737986c1,1,matchup,bout,,エンペラー117対戦カード｜アラカク通信のーと,エンペラー117対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n371a737986c1-line-00005,note:note-n371a737986c1,note_article,note-n371a737986c1,5,matchup,bout,,エンペラー117対戦カード,エンペラー117対戦カード,medium,Auto-extracted from source document text.
note:note-n371a737986c1-line-00009,note:note-n371a737986c1,note_article,note-n371a737986c1,9,matchup,bout,,エンペラー117対戦カード,エンペラー117対戦カード,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00001,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,1,event,event,ターゲットNo.94,ターゲットNo.94試合結果｜アラカク通信のーと,ターゲットNo.94試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00005,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,5,event,event,ターゲットNo.94,ターゲットNo.94試合結果,ターゲットNo.94試合結果,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00009,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,9,event,event,ターゲットNo.94,ターゲットNo.94,ターゲットNo.94,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00014,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,14,result,bout,,（1R2分36秒KO パウンド）,（1R2分36秒KO パウンド）,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00019,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,19,result,bout,,（1R1分24秒KO 左フック）,（1R1分24秒KO 左フック）,medium,Auto-extracted from source document text.
note:note-n382366e8d3d8-line-00024,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,24,result,bout,,（1R1分16秒KO 左フック→膝蹴り→パウンド）,（1R1分16秒KO 左フック→膝蹴り→パウンド）,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00001,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,1,event,event,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30試合結果｜アラカク通信のーと,マウンテン・ヒーローズNo.30試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
