mention_id,source_id,source_type,source_ref_id,line_number,mention_type,entity_type,entity_hint,matched_text,context,confidence,notes
youtube_description:youtube_qfiwnhcogvu-line-00006,youtube_description:youtube_qfiwnhcogvu,youtube_description,youtube_qfiwnhcogvu,6,result,bout,,☆ミドル級タイトルマッチ,☆ミドル級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_qfiwnhcogvu-line-00008,youtube_description:youtube_qfiwnhcogvu,youtube_description,youtube_qfiwnhcogvu,8,event,event,MAXバウト,①テール・ジャンク②Unknown③ 32歳 ④186cm ⑤Sジム⑥【25勝2敗】⑦現M・Hミドル級王者 第2回、第3回、第5回MAXバウトミドル級トーナメント優勝,①テール・ジャンク②Unknown③ 32歳 ④186cm ⑤Sジム⑥【25勝2敗】⑦現M・Hミドル級王者 第2回、第3回、第5回MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_qfluks4xe_a-line-00001,youtube_description:youtube_qfluks4xe_a,youtube_description,youtube_qfluks4xe_a,1,event,event,マウンテン・ヒーローズNo.31,マウンテン・ヒーローズNo.31,マウンテン・ヒーローズNo.31,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00001,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,1,event,event,アラカクライブ,🚨アラカクライブ（勉強用）⬇️,🚨アラカクライブ（勉強用）⬇️,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00002,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,2,youtube_url,video,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,high,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00003,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,3,event,event,アラカクライブ,⚠️アラカクライブ詳細、チケット情報🎫,⚠️アラカクライブ詳細、チケット情報🎫,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00004,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,4,event,event,MAXバウト,『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』,『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00014,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,14,event,event,MAXバウト,☆第7回MAXバウトライト級GP,☆第7回MAXバウトライト級GP,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00031,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,31,result,bout,,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00034,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,34,youtube_url,video,https://youtu.be/3y5_aACiO9U?si=DZ_G3VL1hTkUEEZQ,https://youtu.be/3y5_aACiO9U?si=DZ_G3VL1hTkUEEZQ,https://youtu.be/3y5_aACiO9U?si=DZ_G3VL1hTkUEEZQ,high,Auto-extracted from source document text.
youtube_description:youtube_qh7lihmzubc-line-00036,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,36,youtube_url,video,https://youtu.be/g84wCtvAFZQ?si=KlDT88P8CHa4Z85I,https://youtu.be/g84wCtvAFZQ?si=KlDT88P8CHa4Z85I,https://youtu.be/g84wCtvAFZQ?si=KlDT88P8CHa4Z85I,high,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00002,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,2,event,event,MAXバウト,MAXバウトスペシャルワンマッチ大会No.2,MAXバウトスペシャルワンマッチ大会No.2,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00005,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,5,result,bout,,⑥メジャー戦績⑦主戦団体⑧タイトル,⑥メジャー戦績⑦主戦団体⑧タイトル,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00012,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,12,event,event,MAXバウト,第7回MAXバウトライト級GP優勝,第7回MAXバウトライト級GP優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00024,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,24,youtube_url,video,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,high,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00029,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,29,event,event,アラカクライブ,アラカクライブNo.13,アラカクライブNo.13,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00030,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,30,youtube_url,video,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,high,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00031,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,31,event,event,アラカクライブ,アラカクライブNo.14,アラカクライブNo.14,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00032,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,32,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,high,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00033,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,33,event,event,アラカクライブ,アラカクライブNo.15,アラカクライブNo.15,medium,Auto-extracted from source document text.
youtube_description:youtube_qtswvquloji-line-00034,youtube_description:youtube_qtswvquloji,youtube_description,youtube_qtswvquloji,34,youtube_url,video,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,high,Auto-extracted from source document text.
youtube_description:youtube_qwxsvgtscqe-line-00001,youtube_description:youtube_qwxsvgtscqe,youtube_description,youtube_qwxsvgtscqe,1,event,event,エンペラーNo.115,エンペラーNo.115,エンペラーNo.115,medium,Auto-extracted from source document text.
youtube_description:youtube_qwxsvgtscqe-line-00002,youtube_description:youtube_qwxsvgtscqe,youtube_description,youtube_qwxsvgtscqe,2,result,bout,,☆エンペラーライト級タイトルマッチ,☆エンペラーライト級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_qwxsvgtscqe-line-00005,youtube_description:youtube_qwxsvgtscqe,youtube_description,youtube_qwxsvgtscqe,5,result,bout,,【6勝1敗】防衛①,【6勝1敗】防衛①,medium,Auto-extracted from source document text.
youtube_description:youtube_qx9qzizzru8-line-00001,youtube_description:youtube_qx9qzizzru8,youtube_description,youtube_qx9qzizzru8,1,event,event,マウンテン・ヒーローズNo.35,マウンテン・ヒーローズNo.35,マウンテン・ヒーローズNo.35,medium,Auto-extracted from source document text.
youtube_description:youtube_r6jsisqetvg-line-00016,youtube_description:youtube_r6jsisqetvg,youtube_description,youtube_r6jsisqetvg,16,matchup,bout,ターゲットNo.95,ターゲットNo.95対戦カード,ターゲットNo.95対戦カード,medium,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00001,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,1,event,event,ターゲットNo.92,ターゲットNo.92をこのチャンネルで生配信します。,ターゲットNo.92をこのチャンネルで生配信します。,medium,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00003,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,3,matchup,bout,ターゲットNo.92,🔥ターゲットNo.92対戦カード🔥,🔥ターゲットNo.92対戦カード🔥,medium,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00044,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,44,event,event,アラカクライブ,☆2023年3月25日のアラカクライブ⬇️,☆2023年3月25日のアラカクライブ⬇️,medium,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00045,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,45,youtube_url,video,https://youtu.be/_E5o8_BBFbQ,https://youtu.be/_E5o8_BBFbQ,https://youtu.be/_E5o8_BBFbQ,high,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00047,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,47,youtube_url,video,https://youtu.be/U6b6DrSe9d0,https://youtu.be/U6b6DrSe9d0,https://youtu.be/U6b6DrSe9d0,high,Auto-extracted from source document text.
youtube_description:youtube_r8kxhrjjwgi-line-00049,youtube_description:youtube_r8kxhrjjwgi,youtube_description,youtube_r8kxhrjjwgi,49,youtube_url,video,https://youtu.be/molvOpEROH4,https://youtu.be/molvOpEROH4,https://youtu.be/molvOpEROH4,high,Auto-extracted from source document text.
youtube_description:youtube_r_scebsyoxg-line-00001,youtube_description:youtube_r_scebsyoxg,youtube_description,youtube_r_scebsyoxg,1,event,event,エンペラーNo.116,エンペラーNo.116,エンペラーNo.116,medium,Auto-extracted from source document text.
youtube_description:youtube_rbzqpxsucyo-line-00001,youtube_description:youtube_rbzqpxsucyo,youtube_description,youtube_rbzqpxsucyo,1,event,event,ターゲットNo.88,ターゲットNo.88第一試合,ターゲットNo.88第一試合,medium,Auto-extracted from source document text.
youtube_description:youtube_rbzqpxsucyo-line-00014,youtube_description:youtube_rbzqpxsucyo,youtube_description,youtube_rbzqpxsucyo,14,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_rbzqpxsucyo-line-00020,youtube_description:youtube_rbzqpxsucyo,youtube_description,youtube_rbzqpxsucyo,20,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_rbzqpxsucyo-line-00022,youtube_description:youtube_rbzqpxsucyo,youtube_description,youtube_rbzqpxsucyo,22,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00001,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,1,event,event,ターゲットNo.101,アラカクNEWSとターゲットNo.101の見どころ動画！,アラカクNEWSとターゲットNo.101の見どころ動画！,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00002,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,2,matchup,bout,ターゲットNo.101,【ターゲットNo.101対戦カード】,【ターゲットNo.101対戦カード】,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00003,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,3,result,bout,,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00007,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,7,event,event,MAXバウト,MAXバウトヘビー級王者,MAXバウトヘビー級王者,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00038,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,38,youtube_url,video,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,high,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00043,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,43,event,event,アラカクライブ,アラカクライブNo.13,アラカクライブNo.13,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00044,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,44,youtube_url,video,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,high,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00045,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,45,event,event,アラカクライブ,アラカクライブNo.14,アラカクライブNo.14,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00046,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,46,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,high,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00047,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,47,event,event,アラカクライブ,アラカクライブNo.15,アラカクライブNo.15,medium,Auto-extracted from source document text.
youtube_description:youtube_rdxzmcp2uli-line-00048,youtube_description:youtube_rdxzmcp2uli,youtube_description,youtube_rdxzmcp2uli,48,youtube_url,video,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,high,Auto-extracted from source document text.
youtube_description:youtube_rf00mmmm8m0-line-00001,youtube_description:youtube_rf00mmmm8m0,youtube_description,youtube_rf00mmmm8m0,1,matchup,bout,ターゲットNo.93,ターゲットNo.93対戦カード,ターゲットNo.93対戦カード,medium,Auto-extracted from source document text.
youtube_description:youtube_rf00mmmm8m0-line-00051,youtube_description:youtube_rf00mmmm8m0,youtube_description,youtube_rf00mmmm8m0,51,youtube_url,video,https://youtu.be/_EaoVcuIsVg?si=qiHT3epSFuwJ-HZ0,https://youtu.be/_EaoVcuIsVg?si=qiHT3epSFuwJ-HZ0,https://youtu.be/_EaoVcuIsVg?si=qiHT3epSFuwJ-HZ0,high,Auto-extracted from source document text.
youtube_description:youtube_rf00mmmm8m0-line-00052,youtube_description:youtube_rf00mmmm8m0,youtube_description,youtube_rf00mmmm8m0,52,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_rofy8v_0baq-line-00001,youtube_description:youtube_rofy8v_0baq,youtube_description,youtube_rofy8v_0baq,1,event,event,マウンテン・ヒーローズNo.34,マウンテン・ヒーローズNo.34,マウンテン・ヒーローズNo.34,medium,Auto-extracted from source document text.
youtube_description:youtube_rp8bayj7s6k-line-00004,youtube_description:youtube_rp8bayj7s6k,youtube_description,youtube_rp8bayj7s6k,4,event,event,アラカクライブ,3月25日のアラカクライブありがとうございました！！,3月25日のアラカクライブありがとうございました！！,medium,Auto-extracted from source document text.
youtube_description:youtube_rp8bayj7s6k-line-00006,youtube_description:youtube_rp8bayj7s6k,youtube_description,youtube_rp8bayj7s6k,6,event,event,アラカクライブ,次回のアラカクライブは7月ごろに開催する予定です🥊,次回のアラカクライブは7月ごろに開催する予定です🥊,medium,Auto-extracted from source document text.
youtube_description:youtube_rp8bayj7s6k-line-00007,youtube_description:youtube_rp8bayj7s6k,youtube_description,youtube_rp8bayj7s6k,7,event,event,MAXバウト,（MAXバウトは来年7月予定です）,（MAXバウトは来年7月予定です）,medium,Auto-extracted from source document text.
youtube_description:youtube_rp8bayj7s6k-line-00009,youtube_description:youtube_rp8bayj7s6k,youtube_description,youtube_rp8bayj7s6k,9,youtube_url,video,https://www.youtube.com/live/J4aGT_FonzM?feature=share,https://www.youtube.com/live/J4aGT_FonzM?feature=share,https://www.youtube.com/live/J4aGT_FonzM?feature=share,high,Auto-extracted from source document text.
youtube_description:youtube_rpyhrtbmqqg-line-00001,youtube_description:youtube_rpyhrtbmqqg,youtube_description,youtube_rpyhrtbmqqg,1,event,event,ターゲットNo.96,ターゲットNo.96,ターゲットNo.96,medium,Auto-extracted from source document text.
youtube_description:youtube_rqenv8yfeci-line-00001,youtube_description:youtube_rqenv8yfeci,youtube_description,youtube_rqenv8yfeci,1,matchup,bout,ターゲットNo.102,ターゲットNo.102対戦カード,ターゲットNo.102対戦カード,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00002,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,2,result,bout,エンペラーNo.115,①エンペラーNo.115ライト級タイトルマッチ,①エンペラーNo.115ライト級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00005,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,5,youtube_url,video,https://youtu.be/qwxSvGTScqE?si=wOuvP0_5HuX_rD1m,https://youtu.be/qwxSvGTScqE?si=wOuvP0_5HuX_rD1m,https://youtu.be/qwxSvGTScqE?si=wOuvP0_5HuX_rD1m,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00007,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,7,youtube_url,video,https://youtu.be/8Hb2EkQhMlw?si=FBeZnD4_vjEAmrVd,https://youtu.be/8Hb2EkQhMlw?si=FBeZnD4_vjEAmrVd,https://youtu.be/8Hb2EkQhMlw?si=FBeZnD4_vjEAmrVd,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00008,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,8,result,bout,ターゲットNo.96,②ターゲットNo.96ミドル級王座決定戦,②ターゲットNo.96ミドル級王座決定戦,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00011,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,11,youtube_url,video,https://youtu.be/5zBvriy_62w?si=dvEwAF0Vir90D5en,https://youtu.be/5zBvriy_62w?si=dvEwAF0Vir90D5en,https://youtu.be/5zBvriy_62w?si=dvEwAF0Vir90D5en,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00013,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,13,youtube_url,video,https://youtu.be/FZjjFK0lzQw?si=we8aWoC7kwpfweAc,https://youtu.be/FZjjFK0lzQw?si=we8aWoC7kwpfweAc,https://youtu.be/FZjjFK0lzQw?si=we8aWoC7kwpfweAc,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00017,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,17,youtube_url,video,https://youtu.be/WTGb-0m60Sk?si=3w1zNXL4DcQnPdzN,https://youtu.be/WTGb-0m60Sk?si=3w1zNXL4DcQnPdzN,https://youtu.be/WTGb-0m60Sk?si=3w1zNXL4DcQnPdzN,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00019,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,19,youtube_url,video,https://www.youtube.com/live/d72RJ0YEoc0?si=WwGAxC0Rxt04ZNhe,https://www.youtube.com/live/d72RJ0YEoc0?si=WwGAxC0Rxt04ZNhe,https://www.youtube.com/live/d72RJ0YEoc0?si=WwGAxC0Rxt04ZNhe,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00023,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,23,youtube_url,video,https://youtu.be/vovIkSVMlRk?si=z5LsBPboQnNl9zGQ,https://youtu.be/vovIkSVMlRk?si=z5LsBPboQnNl9zGQ,https://youtu.be/vovIkSVMlRk?si=z5LsBPboQnNl9zGQ,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00025,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,25,youtube_url,video,https://www.youtube.com/live/HQpl6UCl3zQ?si=X0cF0WCO9YJDAGjP,https://www.youtube.com/live/HQpl6UCl3zQ?si=X0cF0WCO9YJDAGjP,https://www.youtube.com/live/HQpl6UCl3zQ?si=X0cF0WCO9YJDAGjP,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00026,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,26,event,event,ターゲットNo.98,⑤ターゲットNo.98ライト級ワンマッチ,⑤ターゲットNo.98ライト級ワンマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00029,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,29,youtube_url,video,https://youtu.be/pj937DFyDtI?si=QBEeYjtXz30TWVQi,https://youtu.be/pj937DFyDtI?si=QBEeYjtXz30TWVQi,https://youtu.be/pj937DFyDtI?si=QBEeYjtXz30TWVQi,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00031,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,31,youtube_url,video,https://youtu.be/Q950wPcZuME?si=-mzg4F8nTn7Zo-H9,https://youtu.be/Q950wPcZuME?si=-mzg4F8nTn7Zo-H9,https://youtu.be/Q950wPcZuME?si=-mzg4F8nTn7Zo-H9,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00035,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,35,result,bout,https://youtu.be/qx9QZiZzRu8?si=AsdqwszqFpD4GF2C,https://youtu.be/qx9QZiZzRu8?si=AsdqwszqFpD4GF2C,https://youtu.be/qx9QZiZzRu8?si=AsdqwszqFpD4GF2C,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00037,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,37,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00038,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,38,event,event,エンペラーNo.114,⑦エンペラーNo.114ミドル級ワンマッチ,⑦エンペラーNo.114ミドル級ワンマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00041,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,41,youtube_url,video,https://youtu.be/aGecFMRiMAg?si=v_amKsGVpBldH5_s,https://youtu.be/aGecFMRiMAg?si=v_amKsGVpBldH5_s,https://youtu.be/aGecFMRiMAg?si=v_amKsGVpBldH5_s,high,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00045,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,45,event,event,MAXバウト,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』,medium,Auto-extracted from source document text.
youtube_description:youtube_s3nteou2hx8-line-00054,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,54,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg,high,Auto-extracted from source document text.
youtube_description:youtube_s8_61fzru0-line-00001,youtube_description:youtube_s8_61fzru0,youtube_description,youtube_s8_61fzru0,1,event,event,エンペラーNo.114,エンペラーNo.114,エンペラーNo.114,medium,Auto-extracted from source document text.
youtube_description:youtube_s99fvrs7evw-line-00001,youtube_description:youtube_s99fvrs7evw,youtube_description,youtube_s99fvrs7evw,1,event,event,MAXバウト,第６回MAXバウトライト級トーナメント二回戦の煽りＶ的な動画です！！,第６回MAXバウトライト級トーナメント二回戦の煽りＶ的な動画です！！,medium,Auto-extracted from source document text.
youtube_description:youtube_s99fvrs7evw-line-00007,youtube_description:youtube_s99fvrs7evw,youtube_description,youtube_s99fvrs7evw,7,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_s99fvrs7evw-line-00013,youtube_description:youtube_s99fvrs7evw,youtube_description,youtube_s99fvrs7evw,13,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_s99fvrs7evw-line-00015,youtube_description:youtube_s99fvrs7evw,youtube_description,youtube_s99fvrs7evw,15,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_saeric9vhmi-line-00004,youtube_description:youtube_saeric9vhmi,youtube_description,youtube_saeric9vhmi,4,event,event,アラカクライブ,まによんpresentsアラカクライブ,まによんpresentsアラカクライブ,medium,Auto-extracted from source document text.
youtube_description:youtube_saeric9vhmi-line-00005,youtube_description:youtube_saeric9vhmi,youtube_description,youtube_saeric9vhmi,5,event,event,MAXバウト,『第5回MAXバウトミドル級トーナメント2nd 抽選会』,『第5回MAXバウトミドル級トーナメント2nd 抽選会』,medium,Auto-extracted from source document text.
youtube_description:youtube_saeric9vhmi-line-00014,youtube_description:youtube_saeric9vhmi,youtube_description,youtube_saeric9vhmi,14,event,event,MAXバウト,皆さんお待ちかね！第5回MAXバウトミドル級トーナメント2nd 抽選会！！,皆さんお待ちかね！第5回MAXバウトミドル級トーナメント2nd 抽選会！！,medium,Auto-extracted from source document text.
youtube_description:youtube_sbc41eyw5q8-line-00001,youtube_description:youtube_sbc41eyw5q8,youtube_description,youtube_sbc41eyw5q8,1,event,event,アラカクライブ,3月4日（金）新宿バティオスで開催されたアラカクライブの感想、感謝動画です。,3月4日（金）新宿バティオスで開催されたアラカクライブの感想、感謝動画です。,medium,Auto-extracted from source document text.
youtube_description:youtube_sbc41eyw5q8-line-00007,youtube_description:youtube_sbc41eyw5q8,youtube_description,youtube_sbc41eyw5q8,7,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
