link_id,article_id,entity_type,entity_id,relation_type,notes
article-note-n7162ed1dfdcf-fighter-fighter_c6b52ed0b2-source,note-n7162ed1dfdcf,fighter,fighter_c6b52ed0b2,source,
article-note-n7162ed1dfdcf-bout-mh-32-vtcukxw1mhq-source,note-n7162ed1dfdcf,bout,mh-32-vtcukxw1mhq,source,
article-note-n7162ed1dfdcf-fighter-fighter_82d519db98-source,note-n7162ed1dfdcf,fighter,fighter_82d519db98,source,
article-note-n7162ed1dfdcf-fighter-fighter_4315a5de6a-source,note-n7162ed1dfdcf,fighter,fighter_4315a5de6a,source,
article-note-n7162ed1dfdcf-bout-mh-32-xt6yezyi6ps-source,note-n7162ed1dfdcf,bout,mh-32-xt6yezyi6ps,source,
article-note-n7162ed1dfdcf-fighter-fighter_a5b1c7ad26-source,note-n7162ed1dfdcf,fighter,fighter_a5b1c7ad26,source,
article-note-n7162ed1dfdcf-fighter-fighter_6cc24375aa-source,note-n7162ed1dfdcf,fighter,fighter_6cc24375aa,source,
article-note-n7162ed1dfdcf-bout-mh-32-3o11cg8ggo-source,note-n7162ed1dfdcf,bout,mh-32-3o11cg8ggo,source,
article-note-n729f0f7775b4-event-emperor-116-source,note-n729f0f7775b4,event,emperor-116,source,
article-note-n729f0f7775b4-fighter-sakaeda-source,note-n729f0f7775b4,fighter,sakaeda,source,
article-note-n729f0f7775b4-fighter-fighter_5d7998006d-source,note-n729f0f7775b4,fighter,fighter_5d7998006d,source,
article-note-n729f0f7775b4-bout-emperor-116-gfmu865mz7a-source,note-n729f0f7775b4,bout,emperor-116-gfmu865mz7a,source,
article-note-n729f0f7775b4-fighter-marco_fraser-source,note-n729f0f7775b4,fighter,marco_fraser,source,
article-note-n729f0f7775b4-fighter-fighter_615bb339dc-source,note-n729f0f7775b4,fighter,fighter_615bb339dc,source,
article-note-n729f0f7775b4-bout-emperor-116-v3usbpsmp_g-source,note-n729f0f7775b4,bout,emperor-116-v3usbpsmp_g,source,
article-note-n729f0f7775b4-fighter-fighter_30b7a4a468-source,note-n729f0f7775b4,fighter,fighter_30b7a4a468,source,
article-note-n729f0f7775b4-fighter-fighter_4282deeb57-source,note-n729f0f7775b4,fighter,fighter_4282deeb57,source,
article-note-n729f0f7775b4-bout-emperor-116-r_scebsyoxg-source,note-n729f0f7775b4,bout,emperor-116-r_scebsyoxg,source,
article-note-n72c0ef38b7dc-event-max-bout-7-lightweight-gp-source,note-n72c0ef38b7dc,event,max-bout-7-lightweight-gp,source,
article-note-n72c0ef38b7dc-fighter-colt_apro-source,note-n72c0ef38b7dc,fighter,colt_apro,source,
article-note-n72c0ef38b7dc-fighter-blue_one-source,note-n72c0ef38b7dc,fighter,blue_one,source,
article-note-n72c0ef38b7dc-bout-max-bout-7-lightweight-gp-2cpxeyxdlp8-source,note-n72c0ef38b7dc,bout,max-bout-7-lightweight-gp-2cpxeyxdlp8,source,
article-note-n72c0ef38b7dc-fighter-fighter_25fddbaacc-source,note-n72c0ef38b7dc,fighter,fighter_25fddbaacc,source,
article-note-n72c0ef38b7dc-fighter-rolling_jr-source,note-n72c0ef38b7dc,fighter,rolling_jr,source,
article-note-n72c0ef38b7dc-bout-max-bout-7-lightweight-gp-ge7twvxd9yu-source,note-n72c0ef38b7dc,bout,max-bout-7-lightweight-gp-ge7twvxd9yu,source,
article-note-n74034f313f19-event-target-96-source,note-n74034f313f19,event,target-96,source,
article-note-n74034f313f19-fighter-otosawa-source,note-n74034f313f19,fighter,otosawa,source,
article-note-n74034f313f19-fighter-kabei-source,note-n74034f313f19,fighter,kabei,source,
article-note-n74034f313f19-fighter-frahm_gran-source,note-n74034f313f19,fighter,frahm_gran,source,
article-note-n74034f313f19-fighter-kitamura-source,note-n74034f313f19,fighter,kitamura,source,
article-note-n74034f313f19-bout-target-96-jwumd4nyaew-source,note-n74034f313f19,bout,target-96-jwumd4nyaew,source,
article-note-n74034f313f19-fighter-daina-source,note-n74034f313f19,fighter,daina,source,
article-note-n74034f313f19-fighter-tsuoshi-source,note-n74034f313f19,fighter,tsuoshi,source,
article-note-n74034f313f19-bout-target-96-jby8vkzyuys-source,note-n74034f313f19,bout,target-96-jby8vkzyuys,source,
article-note-n74034f313f19-bout-target-96-rpyhrtbmqqg-source,note-n74034f313f19,bout,target-96-rpyhrtbmqqg,source,
article-note-n741bee7db1bb-event-target-99-source,note-n741bee7db1bb,event,target-99,source,
article-note-n741bee7db1bb-fighter-waku-source,note-n741bee7db1bb,fighter,waku,source,
article-note-n741bee7db1bb-fighter-fighter_c6720136f7-source,note-n741bee7db1bb,fighter,fighter_c6720136f7,source,
article-note-n741bee7db1bb-bout-target-99-fojc5uhptkc-source,note-n741bee7db1bb,bout,target-99-fojc5uhptkc,source,
article-note-n741bee7db1bb-fighter-kyonai-source,note-n741bee7db1bb,fighter,kyonai,source,
article-note-n741bee7db1bb-fighter-fighter_0de6ecf382-source,note-n741bee7db1bb,fighter,fighter_0de6ecf382,source,
article-note-n741bee7db1bb-bout-target-99-zlcjdyc17x4-source,note-n741bee7db1bb,bout,target-99-zlcjdyc17x4,source,
article-note-n741bee7db1bb-fighter-fighter_ca8f747620-source,note-n741bee7db1bb,fighter,fighter_ca8f747620,source,
article-note-n741bee7db1bb-fighter-tsuoshi-source,note-n741bee7db1bb,fighter,tsuoshi,source,
article-note-n741bee7db1bb-bout-target-99-pkhb34uskzs-source,note-n741bee7db1bb,bout,target-99-pkhb34uskzs,source,
article-note-n74c108e27e29-event-max-bout-7-lightweight-gp-source,note-n74c108e27e29,event,max-bout-7-lightweight-gp,source,
article-note-n7a8c70a7b86d-event-max-bout-7-lightweight-gp-source,note-n7a8c70a7b86d,event,max-bout-7-lightweight-gp,source,
article-note-n7a8c70a7b86d-fighter-lander_devil-source,note-n7a8c70a7b86d,fighter,lander_devil,source,
article-note-n7a8c70a7b86d-fighter-blue_one-source,note-n7a8c70a7b86d,fighter,blue_one,source,
article-note-n7a8c70a7b86d-bout-max-bout-7-lightweight-gp-lk45sjahdk0-source,note-n7a8c70a7b86d,bout,max-bout-7-lightweight-gp-lk45sjahdk0,source,
article-note-n7ac855e720de-event-emperor-110-source,note-n7ac855e720de,event,emperor-110,source,
article-note-n7b52213fc431-event-max-bout-5-middleweight-tournament-source,note-n7b52213fc431,event,max-bout-5-middleweight-tournament,source,
article-note-n7c5e9c9e8a5b-event-target-89-source,note-n7c5e9c9e8a5b,event,target-89,source,
article-note-n7c5e9c9e8a5b-fighter-frahm_gran-source,note-n7c5e9c9e8a5b,fighter,frahm_gran,source,
article-note-n7c5e9c9e8a5b-fighter-waku-source,note-n7c5e9c9e8a5b,fighter,waku,source,
article-note-n7c5e9c9e8a5b-fighter-fighter_d85580c276-source,note-n7c5e9c9e8a5b,fighter,fighter_d85580c276,source,
article-note-n7c5e9c9e8a5b-fighter-fighter_e9d2feca82-source,note-n7c5e9c9e8a5b,fighter,fighter_e9d2feca82,source,
article-note-n7c5e9c9e8a5b-fighter-fighter_31e0efe5d2-source,note-n7c5e9c9e8a5b,fighter,fighter_31e0efe5d2,source,
article-note-n7c5e9c9e8a5b-fighter-otosawa-source,note-n7c5e9c9e8a5b,fighter,otosawa,source,
article-note-n7c5e9c9e8a5b-bout-target-89-wuxl5lwpr_s-source,note-n7c5e9c9e8a5b,bout,target-89-wuxl5lwpr_s,source,
article-note-n7c5e9c9e8a5b-fighter-aribel_aribera-source,note-n7c5e9c9e8a5b,fighter,aribel_aribera,source,
article-note-n7c5e9c9e8a5b-fighter-kabei-source,note-n7c5e9c9e8a5b,fighter,kabei,source,
article-note-n7c5e9c9e8a5b-bout-target-89-fwvxk4micnm-source,note-n7c5e9c9e8a5b,bout,target-89-fwvxk4micnm,source,
article-note-n7c5e9c9e8a5b-fighter-daina-source,note-n7c5e9c9e8a5b,fighter,daina,source,
article-note-n7c5e9c9e8a5b-fighter-fighter_020b361a38-source,note-n7c5e9c9e8a5b,fighter,fighter_020b361a38,source,
article-note-n7c5e9c9e8a5b-bout-target-89-guswydfnwly-source,note-n7c5e9c9e8a5b,bout,target-89-guswydfnwly,source,
article-note-n7c63ad4c39b2-event-max-bout-5-middleweight-tournament-source,note-n7c63ad4c39b2,event,max-bout-5-middleweight-tournament,source,
article-note-n7c63ad4c39b2-fighter-tail_junk-source,note-n7c63ad4c39b2,fighter,tail_junk,source,
article-note-n7c63ad4c39b2-fighter-rancher_sugaya-source,note-n7c63ad4c39b2,fighter,rancher_sugaya,source,
article-note-n7c63ad4c39b2-bout-max-bout-5-middleweight-tournament-udtntbd9neu-source,note-n7c63ad4c39b2,bout,max-bout-5-middleweight-tournament-udtntbd9neu,source,
article-note-n7c63ad4c39b2-fighter-sakaeda-source,note-n7c63ad4c39b2,fighter,sakaeda,source,
article-note-n7c63ad4c39b2-fighter-fighter_e9d2feca82-source,note-n7c63ad4c39b2,fighter,fighter_e9d2feca82,source,
article-note-n7c63ad4c39b2-bout-max-bout-5-middleweight-tournament-7rixgvx9na-source,note-n7c63ad4c39b2,bout,max-bout-5-middleweight-tournament-7rixgvx9na,source,
article-note-n7c63ad4c39b2-fighter-fighter_23a078dc11-source,note-n7c63ad4c39b2,fighter,fighter_23a078dc11,source,
article-note-n7c63ad4c39b2-fighter-fighter_5d7998006d-source,note-n7c63ad4c39b2,fighter,fighter_5d7998006d,source,
article-note-n7c63ad4c39b2-bout-max-bout-5-middleweight-tournament-w882wsm09lc-source,note-n7c63ad4c39b2,bout,max-bout-5-middleweight-tournament-w882wsm09lc,source,
article-note-n7c63ad4c39b2-fighter-fighter_d9983ebeb3-source,note-n7c63ad4c39b2,fighter,fighter_d9983ebeb3,source,
article-note-n7c63ad4c39b2-fighter-gitamin_aaron-source,note-n7c63ad4c39b2,fighter,gitamin_aaron,source,
article-note-n7c63ad4c39b2-bout-max-bout-5-middleweight-tournament-4a_ucjfzwra-source,note-n7c63ad4c39b2,bout,max-bout-5-middleweight-tournament-4a_ucjfzwra,source,
article-note-n7fba6b39d4af-event-max-bout-7-lightweight-gp-source,note-n7fba6b39d4af,event,max-bout-7-lightweight-gp,source,
article-note-n7fba6b39d4af-fighter-lander_devil-source,note-n7fba6b39d4af,fighter,lander_devil,source,
article-note-n7fba6b39d4af-fighter-fighter_a5b1c7ad26-source,note-n7fba6b39d4af,fighter,fighter_a5b1c7ad26,source,
article-note-n7fba6b39d4af-bout-max-bout-7-lightweight-gp-yliawvelzbm-source,note-n7fba6b39d4af,bout,max-bout-7-lightweight-gp-yliawvelzbm,source,
article-note-n7fba6b39d4af-fighter-kuwashio-source,note-n7fba6b39d4af,fighter,kuwashio,source,
article-note-n7fba6b39d4af-fighter-blue_one-source,note-n7fba6b39d4af,fighter,blue_one,source,
article-note-n7fba6b39d4af-bout-max-bout-7-lightweight-gp-zoa9z26fng0-source,note-n7fba6b39d4af,bout,max-bout-7-lightweight-gp-zoa9z26fng0,source,
article-note-n7fba6b39d4af-fighter-tsukurihara-source,note-n7fba6b39d4af,fighter,tsukurihara,source,
article-note-n7fba6b39d4af-fighter-fighter_30b7a4a468-source,note-n7fba6b39d4af,fighter,fighter_30b7a4a468,source,
article-note-n7fba6b39d4af-bout-max-bout-7-lightweight-gp-pujzpgtph2w-source,note-n7fba6b39d4af,bout,max-bout-7-lightweight-gp-pujzpgtph2w,source,
article-note-n7fba6b39d4af-fighter-colt_apro-source,note-n7fba6b39d4af,fighter,colt_apro,source,
article-note-n7fba6b39d4af-fighter-daina-source,note-n7fba6b39d4af,fighter,daina,source,
article-note-n7fba6b39d4af-bout-max-bout-7-lightweight-gp-eddeflnklfy-source,note-n7fba6b39d4af,bout,max-bout-7-lightweight-gp-eddeflnklfy,source,
article-note-n8395592b2179-event-target-95-source,note-n8395592b2179,event,target-95,source,
article-note-n8395592b2179-fighter-kabei-source,note-n8395592b2179,fighter,kabei,source,
article-note-n8395592b2179-fighter-fighter_31e0efe5d2-source,note-n8395592b2179,fighter,fighter_31e0efe5d2,source,
article-note-n8395592b2179-bout-target-95-szu3dddzt7i-source,note-n8395592b2179,bout,target-95-szu3dddzt7i,source,
article-note-n8395592b2179-fighter-otosawa-source,note-n8395592b2179,fighter,otosawa,source,
article-note-n8395592b2179-fighter-fighter_e9d2feca82-source,note-n8395592b2179,fighter,fighter_e9d2feca82,source,
article-note-n8395592b2179-bout-target-95-bvdghnzn_b0-source,note-n8395592b2179,bout,target-95-bvdghnzn_b0,source,
article-note-n8395592b2179-fighter-fighter_cdb8d47163-source,note-n8395592b2179,fighter,fighter_cdb8d47163,source,
article-note-n8395592b2179-fighter-fighter_c333ddf234-source,note-n8395592b2179,fighter,fighter_c333ddf234,source,
article-note-n8395592b2179-fighter-tsukurihara-source,note-n8395592b2179,fighter,tsukurihara,source,
article-note-n8395592b2179-fighter-kyonai-source,note-n8395592b2179,fighter,kyonai,source,
article-note-n8395592b2179-bout-target-95-asrr1witayq-source,note-n8395592b2179,bout,target-95-asrr1witayq,source,
article-note-n8395592b2179-fighter-fighter_ca8f747620-source,note-n8395592b2179,fighter,fighter_ca8f747620,source,
article-note-n8395592b2179-fighter-rokkou-source,note-n8395592b2179,fighter,rokkou,source,
article-note-n8395592b2179-bout-target-95-dscftjpgwme-source,note-n8395592b2179,bout,target-95-dscftjpgwme,source,
article-note-n85e79ea2fbaf-event-target-92-source,note-n85e79ea2fbaf,event,target-92,source,
article-note-n85e79ea2fbaf-fighter-fighter_3a174b0d17-source,note-n85e79ea2fbaf,fighter,fighter_3a174b0d17,source,
article-note-n85e79ea2fbaf-fighter-rokkou-source,note-n85e79ea2fbaf,fighter,rokkou,source,
article-note-n85e79ea2fbaf-bout-target-92-mns910ezhl0-source,note-n85e79ea2fbaf,bout,target-92-mns910ezhl0,source,
article-note-n85e79ea2fbaf-fighter-harris_orbick-source,note-n85e79ea2fbaf,fighter,harris_orbick,source,
article-note-n85e79ea2fbaf-fighter-fighter_c333ddf234-source,note-n85e79ea2fbaf,fighter,fighter_c333ddf234,source,
article-note-n85e79ea2fbaf-bout-target-92-jh3r2cq39gc-source,note-n85e79ea2fbaf,bout,target-92-jh3r2cq39gc,source,
article-note-n85e79ea2fbaf-fighter-daina-source,note-n85e79ea2fbaf,fighter,daina,source,
article-note-n85e79ea2fbaf-fighter-fighter_0de6ecf382-source,note-n85e79ea2fbaf,fighter,fighter_0de6ecf382,source,
article-note-n85e79ea2fbaf-bout-target-92-sttxjk1ugrg-source,note-n85e79ea2fbaf,bout,target-92-sttxjk1ugrg,source,
article-note-n85e79ea2fbaf-fighter-otosawa-source,note-n85e79ea2fbaf,fighter,otosawa,source,
article-note-n85e79ea2fbaf-fighter-aribel_aribera-source,note-n85e79ea2fbaf,fighter,aribel_aribera,source,
article-note-n85e79ea2fbaf-bout-target-92-granro4uj_4-source,note-n85e79ea2fbaf,bout,target-92-granro4uj_4,source,
article-note-n85e79ea2fbaf-fighter-fighter_d85580c276-source,note-n85e79ea2fbaf,fighter,fighter_d85580c276,source,
article-note-n85e79ea2fbaf-fighter-fighter_31e0efe5d2-source,note-n85e79ea2fbaf,fighter,fighter_31e0efe5d2,source,
article-note-n89a58b4cf383-event-max-bout-7-lightweight-gp-source,note-n89a58b4cf383,event,max-bout-7-lightweight-gp,source,
article-note-n89a58b4cf383-fighter-fighter_82d519db98-source,note-n89a58b4cf383,fighter,fighter_82d519db98,source,
article-note-n89a58b4cf383-fighter-kitamura-source,note-n89a58b4cf383,fighter,kitamura,source,
article-note-n89a58b4cf383-bout-max-bout-7-lightweight-gp-siu9zufuwuq-source,note-n89a58b4cf383,bout,max-bout-7-lightweight-gp-siu9zufuwuq,source,
article-note-n89a58b4cf383-fighter-marco_fraser-source,note-n89a58b4cf383,fighter,marco_fraser,source,
article-note-n89a58b4cf383-fighter-fighter_cdb8d47163-source,note-n89a58b4cf383,fighter,fighter_cdb8d47163,source,
article-note-n89a58b4cf383-bout-max-bout-7-lightweight-gp-ose37zk9f4i-source,note-n89a58b4cf383,bout,max-bout-7-lightweight-gp-ose37zk9f4i,source,
article-note-n89a58b4cf383-fighter-waku-source,note-n89a58b4cf383,fighter,waku,source,
article-note-n89a58b4cf383-fighter-rolling_jr-source,note-n89a58b4cf383,fighter,rolling_jr,source,
article-note-n89a58b4cf383-bout-max-bout-7-lightweight-gp-krrg8fyx6gq-source,note-n89a58b4cf383,bout,max-bout-7-lightweight-gp-krrg8fyx6gq,source,
article-note-n89a58b4cf383-fighter-sangoku-source,note-n89a58b4cf383,fighter,sangoku,source,
article-note-n89a58b4cf383-fighter-fighter_25fddbaacc-source,note-n89a58b4cf383,fighter,fighter_25fddbaacc,source,
article-note-n89a58b4cf383-bout-max-bout-7-lightweight-gp-qh7lihmzubc-source,note-n89a58b4cf383,bout,max-bout-7-lightweight-gp-qh7lihmzubc,source,
article-note-n8a46f5d53a27-event-target-100-source,note-n8a46f5d53a27,event,target-100,source,
article-note-n8a46f5d53a27-fighter-kabei-source,note-n8a46f5d53a27,fighter,kabei,source,
article-note-n8a46f5d53a27-fighter-gitamin_aaron-source,note-n8a46f5d53a27,fighter,gitamin_aaron,source,
article-note-n8a46f5d53a27-bout-target-100-1ptbs6ropuq-source,note-n8a46f5d53a27,bout,target-100-1ptbs6ropuq,source,
article-note-n8a46f5d53a27-bout-target-100-cfrmhlwri38-source,note-n8a46f5d53a27,bout,target-100-cfrmhlwri38,source,
article-note-n8a46f5d53a27-fighter-waku-source,note-n8a46f5d53a27,fighter,waku,source,
article-note-n8a46f5d53a27-fighter-tsukurihara-source,note-n8a46f5d53a27,fighter,tsukurihara,source,
article-note-n8a46f5d53a27-bout-target-100-4rgh2fs6rp8-source,note-n8a46f5d53a27,bout,target-100-4rgh2fs6rp8,source,
article-note-n8a46f5d53a27-bout-target-100-trhpbjg3e9i-source,note-n8a46f5d53a27,bout,target-100-trhpbjg3e9i,source,
article-note-n8a46f5d53a27-fighter-fighter_cdb8d47163-source,note-n8a46f5d53a27,fighter,fighter_cdb8d47163,source,
article-note-n8a46f5d53a27-fighter-daina-source,note-n8a46f5d53a27,fighter,daina,source,
article-note-n8a46f5d53a27-bout-target-100-cnizik34mxe-source,note-n8a46f5d53a27,bout,target-100-cnizik34mxe,source,
article-note-n8a46f5d53a27-fighter-kitamura-source,note-n8a46f5d53a27,fighter,kitamura,source,
article-note-n8a46f5d53a27-fighter-tsuoshi-source,note-n8a46f5d53a27,fighter,tsuoshi,source,
article-note-n8a46f5d53a27-bout-target-100-lezep1guura-source,note-n8a46f5d53a27,bout,target-100-lezep1guura,source,
article-note-n8a46f5d53a27-fighter-frahm_gran-source,note-n8a46f5d53a27,fighter,frahm_gran,source,
article-note-n8a46f5d53a27-fighter-fighter_0de6ecf382-source,note-n8a46f5d53a27,fighter,fighter_0de6ecf382,source,
article-note-n8a46f5d53a27-bout-target-100-ldhxdwyhrdi-source,note-n8a46f5d53a27,bout,target-100-ldhxdwyhrdi,source,
article-note-n8a46f5d53a27-fighter-fighter_a850bd04f1-source,note-n8a46f5d53a27,fighter,fighter_a850bd04f1,source,
article-note-n8a46f5d53a27-fighter-zamon-source,note-n8a46f5d53a27,fighter,zamon,source,
article-note-n8a46f5d53a27-bout-target-100-ewcidvvtuxu-source,note-n8a46f5d53a27,bout,target-100-ewcidvvtuxu,source,
article-note-n8d8ac134c062-event-max-bout-7-lightweight-gp-source,note-n8d8ac134c062,event,max-bout-7-lightweight-gp,source,
article-note-n8d8ac134c062-fighter-lander_devil-source,note-n8d8ac134c062,fighter,lander_devil,source,
article-note-n8d8ac134c062-fighter-fighter_82d519db98-source,note-n8d8ac134c062,fighter,fighter_82d519db98,source,
article-note-n8d8ac134c062-fighter-blue_one-source,note-n8d8ac134c062,fighter,blue_one,source,
article-note-n8d8ac134c062-fighter-fighter_25fddbaacc-source,note-n8d8ac134c062,fighter,fighter_25fddbaacc,source,
article-note-n8d8ac134c062-bout-max-bout-7-lightweight-gp-l0y4gy4llq0-source,note-n8d8ac134c062,bout,max-bout-7-lightweight-gp-l0y4gy4llq0,source,
article-note-n91566d01688a-event-target-95-source,note-n91566d01688a,event,target-95,source,
article-note-n91566d01688a-fighter-kabei-source,note-n91566d01688a,fighter,kabei,source,
article-note-n91566d01688a-fighter-fighter_31e0efe5d2-source,note-n91566d01688a,fighter,fighter_31e0efe5d2,source,
article-note-n91566d01688a-bout-target-95-szu3dddzt7i-source,note-n91566d01688a,bout,target-95-szu3dddzt7i,source,
article-note-n91566d01688a-fighter-otosawa-source,note-n91566d01688a,fighter,otosawa,source,
article-note-n91566d01688a-fighter-fighter_e9d2feca82-source,note-n91566d01688a,fighter,fighter_e9d2feca82,source,
article-note-n91566d01688a-bout-target-95-bvdghnzn_b0-source,note-n91566d01688a,bout,target-95-bvdghnzn_b0,source,
article-note-n91566d01688a-fighter-fighter_cdb8d47163-source,note-n91566d01688a,fighter,fighter_cdb8d47163,source,
article-note-n91566d01688a-fighter-fighter_c333ddf234-source,note-n91566d01688a,fighter,fighter_c333ddf234,source,
article-note-n91566d01688a-fighter-tsukurihara-source,note-n91566d01688a,fighter,tsukurihara,source,
article-note-n91566d01688a-fighter-kyonai-source,note-n91566d01688a,fighter,kyonai,source,
article-note-n91566d01688a-bout-target-95-asrr1witayq-source,note-n91566d01688a,bout,target-95-asrr1witayq,source,
article-note-n91566d01688a-fighter-fighter_ca8f747620-source,note-n91566d01688a,fighter,fighter_ca8f747620,source,
article-note-n91566d01688a-fighter-rokkou-source,note-n91566d01688a,fighter,rokkou,source,
article-note-n91566d01688a-bout-target-95-dscftjpgwme-source,note-n91566d01688a,bout,target-95-dscftjpgwme,source,
article-note-n92c7ab623e16-event-mh-27-source,note-n92c7ab623e16,event,mh-27,source,
article-note-n92c7ab623e16-fighter-tail_junk-source,note-n92c7ab623e16,fighter,tail_junk,source,
article-note-n92c7ab623e16-fighter-fighter_392d495da8-source,note-n92c7ab623e16,fighter,fighter_392d495da8,source,
article-note-n92c7ab623e16-bout-mh-27-dpfnqvami3s-source,note-n92c7ab623e16,bout,mh-27-dpfnqvami3s,source,
article-note-n92c7ab623e16-fighter-gitamin_aaron-source,note-n92c7ab623e16,fighter,gitamin_aaron,source,
article-note-n92c7ab623e16-fighter-fighter_e15b590179-source,note-n92c7ab623e16,fighter,fighter_e15b590179,source,
article-note-n92c7ab623e16-bout-mh-27-cgmlpwetfzy-source,note-n92c7ab623e16,bout,mh-27-cgmlpwetfzy,source,
article-note-n92c7ab623e16-fighter-fighter_23a078dc11-source,note-n92c7ab623e16,fighter,fighter_23a078dc11,source,
article-note-n92c7ab623e16-fighter-fighter_d9983ebeb3-source,note-n92c7ab623e16,fighter,fighter_d9983ebeb3,source,
article-note-n92c7ab623e16-bout-mh-27-o3fmy6uqse0-source,note-n92c7ab623e16,bout,mh-27-o3fmy6uqse0,source,
article-note-n92c7ab623e16-fighter-fighter_452ac4db9c-source,note-n92c7ab623e16,fighter,fighter_452ac4db9c,source,
article-note-n92c7ab623e16-fighter-rancher_sugaya-source,note-n92c7ab623e16,fighter,rancher_sugaya,source,
article-note-n92c7ab623e16-bout-mh-27-o5bpc2m2id8-source,note-n92c7ab623e16,bout,mh-27-o5bpc2m2id8,source,
article-note-n92c7ab623e16-fighter-sangoku-source,note-n92c7ab623e16,fighter,sangoku,source,
article-note-n92c7ab623e16-fighter-fighter_4315a5de6a-source,note-n92c7ab623e16,fighter,fighter_4315a5de6a,source,
article-note-n92c7ab623e16-bout-mh-27-ixbizmwgzn4-source,note-n92c7ab623e16,bout,mh-27-ixbizmwgzn4,source,
article-note-n930df063ece1-event-mh-29-source,note-n930df063ece1,event,mh-29,source,
article-note-n930df063ece1-fighter-kawakami-source,note-n930df063ece1,fighter,kawakami,source,
article-note-n930df063ece1-fighter-fighter_4315a5de6a-source,note-n930df063ece1,fighter,fighter_4315a5de6a,source,
article-note-n930df063ece1-fighter-fighter_25fddbaacc-source,note-n930df063ece1,fighter,fighter_25fddbaacc,source,
article-note-n930df063ece1-bout-mh-29-mjn3naapvig-source,note-n930df063ece1,bout,mh-29-mjn3naapvig,source,
article-note-n930df063ece1-fighter-fighter_eddb8db316-source,note-n930df063ece1,fighter,fighter_eddb8db316,source,
article-note-n930df063ece1-fighter-fighter_ceabf5fde9-source,note-n930df063ece1,fighter,fighter_ceabf5fde9,source,
article-note-n930df063ece1-bout-mh-29-drke4kjgmuu-source,note-n930df063ece1,bout,mh-29-drke4kjgmuu,source,
article-note-n930df063ece1-fighter-fighter_7c5cf999ac-source,note-n930df063ece1,fighter,fighter_7c5cf999ac,source,
article-note-n930df063ece1-fighter-fighter_82d519db98-source,note-n930df063ece1,fighter,fighter_82d519db98,source,
article-note-n930df063ece1-bout-mh-29-duxbnuo7fzm-source,note-n930df063ece1,bout,mh-29-duxbnuo7fzm,source,
article-note-n930df063ece1-fighter-kuwashio-source,note-n930df063ece1,fighter,kuwashio,source,
article-note-n930df063ece1-fighter-sangoku-source,note-n930df063ece1,fighter,sangoku,source,
article-note-n930df063ece1-bout-mh-29-3y5_aacio9u-source,note-n930df063ece1,bout,mh-29-3y5_aacio9u,source,
article-note-n94fc656c4a37-event-max-bout-7-lightweight-gp-source,note-n94fc656c4a37,event,max-bout-7-lightweight-gp,source,
article-note-n96b3975ccdad-event-max-bout-6-lightweight-tournament-source,note-n96b3975ccdad,event,max-bout-6-lightweight-tournament,source,
article-note-n9a513018f5eb-event-max-bout-6-lightweight-tournament-source,note-n9a513018f5eb,event,max-bout-6-lightweight-tournament,source,
article-note-n9a513018f5eb-fighter-lander_devil-source,note-n9a513018f5eb,fighter,lander_devil,source,
article-note-n9a513018f5eb-fighter-marco_fraser-source,note-n9a513018f5eb,fighter,marco_fraser,source,
article-note-n9a513018f5eb-bout-max-bout-6-lightweight-tournament-oynlvwudspu-source,note-n9a513018f5eb,bout,max-bout-6-lightweight-tournament-oynlvwudspu,source,
article-note-n9a513018f5eb-fighter-blue_one-source,note-n9a513018f5eb,fighter,blue_one,source,
article-note-n9a513018f5eb-fighter-ice_tron-source,note-n9a513018f5eb,fighter,ice_tron,source,
article-note-n9a513018f5eb-bout-max-bout-6-lightweight-tournament-pvujuvxd4a4-source,note-n9a513018f5eb,bout,max-bout-6-lightweight-tournament-pvujuvxd4a4,source,
article-note-n9a513018f5eb-fighter-waku-source,note-n9a513018f5eb,fighter,waku,source,
article-note-n9a513018f5eb-fighter-fighter_4d6356d021-source,note-n9a513018f5eb,fighter,fighter_4d6356d021,source,
article-note-n9a513018f5eb-bout-max-bout-6-lightweight-tournament-jdzqmwx4vg4-source,note-n9a513018f5eb,bout,max-bout-6-lightweight-tournament-jdzqmwx4vg4,source,
article-note-n9a513018f5eb-fighter-colt_apro-source,note-n9a513018f5eb,fighter,colt_apro,source,
article-note-n9a513018f5eb-fighter-frahm_gran-source,note-n9a513018f5eb,fighter,frahm_gran,source,
article-note-n9a513018f5eb-bout-max-bout-6-lightweight-tournament-surk9nnwoxi-source,note-n9a513018f5eb,bout,max-bout-6-lightweight-tournament-surk9nnwoxi,source,
article-note-n9bc919ac257d-event-emperor-119-source,note-n9bc919ac257d,event,emperor-119,source,
article-note-n9bc919ac257d-fighter-sakaeda-source,note-n9bc919ac257d,fighter,sakaeda,source,
article-note-n9bc919ac257d-fighter-rouged_starry-source,note-n9bc919ac257d,fighter,rouged_starry,source,
article-note-n9bc919ac257d-bout-emperor-119-wae2pl4rfdw-source,note-n9bc919ac257d,bout,emperor-119-wae2pl4rfdw,source,
article-note-n9bc919ac257d-fighter-fighter_b23cf227ff-source,note-n9bc919ac257d,fighter,fighter_b23cf227ff,source,
article-note-n9bc919ac257d-fighter-fighter_468bc73db5-source,note-n9bc919ac257d,fighter,fighter_468bc73db5,source,
