link_id,article_id,entity_type,entity_id,relation_type,notes
article-note-n9bc919ac257d-bout-emperor-119-5dmafndwhxg-source,note-n9bc919ac257d,bout,emperor-119-5dmafndwhxg,source,
article-note-n9bc919ac257d-fighter-sakurai-source,note-n9bc919ac257d,fighter,sakurai,source,
article-note-n9bc919ac257d-fighter-fighter_32d0d719ec-source,note-n9bc919ac257d,fighter,fighter_32d0d719ec,source,
article-note-n9bc919ac257d-bout-emperor-119-fuaaxecs6he-source,note-n9bc919ac257d,bout,emperor-119-fuaaxecs6he,source,
article-note-n9bc919ac257d-fighter-fighter_e590e4eb0f-source,note-n9bc919ac257d,fighter,fighter_e590e4eb0f,source,
article-note-n9bc919ac257d-fighter-fighter_3c507e2d6d-source,note-n9bc919ac257d,fighter,fighter_3c507e2d6d,source,
article-note-n9bc919ac257d-bout-emperor-119-lieo6s_renc-source,note-n9bc919ac257d,bout,emperor-119-lieo6s_renc,source,
article-note-n9bdb012eebc7-event-target-101-source,note-n9bdb012eebc7,event,target-101,source,
article-note-n9bdb012eebc7-fighter-gitamin_aaron-source,note-n9bdb012eebc7,fighter,gitamin_aaron,source,
article-note-n9bdb012eebc7-fighter-otosawa-source,note-n9bdb012eebc7,fighter,otosawa,source,
article-note-n9bdb012eebc7-bout-target-101-vplbxarc3pc-source,note-n9bdb012eebc7,bout,target-101-vplbxarc3pc,source,
article-note-n9bdb012eebc7-fighter-kabei-source,note-n9bdb012eebc7,fighter,kabei,source,
article-note-n9bdb012eebc7-fighter-zamon-source,note-n9bdb012eebc7,fighter,zamon,source,
article-note-n9bdb012eebc7-fighter-aurora_devil-source,note-n9bdb012eebc7,fighter,aurora_devil,source,
article-note-n9bdb012eebc7-bout-target-101-np5jzwchxi0-source,note-n9bdb012eebc7,bout,target-101-np5jzwchxi0,source,
article-note-n9bdb012eebc7-fighter-kabuto-source,note-n9bdb012eebc7,fighter,kabuto,source,
article-note-n9bdb012eebc7-fighter-fighter_020b361a38-source,note-n9bdb012eebc7,fighter,fighter_020b361a38,source,
article-note-n9bdb012eebc7-bout-target-101-0nt8ufrwimc-source,note-n9bdb012eebc7,bout,target-101-0nt8ufrwimc,source,
article-note-n9c40e3dc26df-event-target-98-source,note-n9c40e3dc26df,event,target-98,source,
article-note-n9c40e3dc26df-fighter-frahm_gran-source,note-n9c40e3dc26df,fighter,frahm_gran,source,
article-note-n9c40e3dc26df-fighter-daina-source,note-n9c40e3dc26df,fighter,daina,source,
article-note-n9c40e3dc26df-bout-target-98-bniqjtmfayw-source,note-n9c40e3dc26df,bout,target-98-bniqjtmfayw,source,
article-note-n9c40e3dc26df-bout-target-98-pj937dfydti-source,note-n9c40e3dc26df,bout,target-98-pj937dfydti,source,
article-note-n9c40e3dc26df-fighter-fighter_cdb8d47163-source,note-n9c40e3dc26df,fighter,fighter_cdb8d47163,source,
article-note-n9c40e3dc26df-fighter-kyonai-source,note-n9c40e3dc26df,fighter,kyonai,source,
article-note-n9c40e3dc26df-bout-target-98-13ob38c7t_8-source,note-n9c40e3dc26df,bout,target-98-13ob38c7t_8,source,
article-note-n9c40e3dc26df-fighter-otosawa-source,note-n9c40e3dc26df,fighter,otosawa,source,
article-note-n9c40e3dc26df-fighter-zamon-source,note-n9c40e3dc26df,fighter,zamon,source,
article-note-n9c40e3dc26df-bout-target-98-eecspfndgri-source,note-n9c40e3dc26df,bout,target-98-eecspfndgri,source,
article-note-n9c825ffb7bef-event-mh-37-source,note-n9c825ffb7bef,event,mh-37,source,
article-note-n9c825ffb7bef-fighter-rancher_sugaya-source,note-n9c825ffb7bef,fighter,rancher_sugaya,source,
article-note-n9c825ffb7bef-fighter-fighter_392d495da8-source,note-n9c825ffb7bef,fighter,fighter_392d495da8,source,
article-note-n9c825ffb7bef-bout-mh-37-ja9gvq_3_w0-source,note-n9c825ffb7bef,bout,mh-37-ja9gvq_3_w0,source,
article-note-n9c825ffb7bef-fighter-fighter_d9983ebeb3-source,note-n9c825ffb7bef,fighter,fighter_d9983ebeb3,source,
article-note-n9c825ffb7bef-fighter-fighter_5f53eea569-source,note-n9c825ffb7bef,fighter,fighter_5f53eea569,source,
article-note-n9c825ffb7bef-bout-mh-37-n9hp48kuqp4-source,note-n9c825ffb7bef,bout,mh-37-n9hp48kuqp4,source,
article-note-n9c825ffb7bef-bout-mh-37-4hk_8kwcxao-source,note-n9c825ffb7bef,bout,mh-37-4hk_8kwcxao,source,
article-note-n9c825ffb7bef-fighter-fighter_169d4ecfe8-source,note-n9c825ffb7bef,fighter,fighter_169d4ecfe8,source,
article-note-n9c82c5dfdabb-event-target-89-source,note-n9c82c5dfdabb,event,target-89,source,
article-note-n9ffa2d8d29d4-event-max-bout-5-middleweight-tournament-source,note-n9ffa2d8d29d4,event,max-bout-5-middleweight-tournament,source,
article-note-n9ffa2d8d29d4-fighter-misa_will_joe-source,note-n9ffa2d8d29d4,fighter,misa_will_joe,source,
article-note-n9ffa2d8d29d4-fighter-sakaeda-source,note-n9ffa2d8d29d4,fighter,sakaeda,source,
article-note-n9ffa2d8d29d4-bout-max-bout-5-middleweight-tournament-pzlpry9qwaw-source,note-n9ffa2d8d29d4,bout,max-bout-5-middleweight-tournament-pzlpry9qwaw,source,
article-note-n9ffa2d8d29d4-fighter-fighter_e15b590179-source,note-n9ffa2d8d29d4,fighter,fighter_e15b590179,source,
article-note-n9ffa2d8d29d4-fighter-tail_junk-source,note-n9ffa2d8d29d4,fighter,tail_junk,source,
article-note-n9ffa2d8d29d4-bout-max-bout-5-middleweight-tournament-sxu4xadywj4-source,note-n9ffa2d8d29d4,bout,max-bout-5-middleweight-tournament-sxu4xadywj4,source,
article-note-n9ffa2d8d29d4-bout-max-bout-5-middleweight-tournament-dhbctg1olfu-source,note-n9ffa2d8d29d4,bout,max-bout-5-middleweight-tournament-dhbctg1olfu,source,
article-note-na3a5e6156f2f-event-target-99-source,note-na3a5e6156f2f,event,target-99,source,
article-note-na3a5e6156f2f-fighter-waku-source,note-na3a5e6156f2f,fighter,waku,source,
article-note-na3a5e6156f2f-fighter-fighter_c6720136f7-source,note-na3a5e6156f2f,fighter,fighter_c6720136f7,source,
article-note-na3a5e6156f2f-bout-target-99-fojc5uhptkc-source,note-na3a5e6156f2f,bout,target-99-fojc5uhptkc,source,
article-note-na3a5e6156f2f-fighter-kyonai-source,note-na3a5e6156f2f,fighter,kyonai,source,
article-note-na3a5e6156f2f-fighter-fighter_0de6ecf382-source,note-na3a5e6156f2f,fighter,fighter_0de6ecf382,source,
article-note-na3a5e6156f2f-bout-target-99-zlcjdyc17x4-source,note-na3a5e6156f2f,bout,target-99-zlcjdyc17x4,source,
article-note-na3a5e6156f2f-fighter-tsuoshi-source,note-na3a5e6156f2f,fighter,tsuoshi,source,
article-note-na3a5e6156f2f-fighter-fighter_ca8f747620-source,note-na3a5e6156f2f,fighter,fighter_ca8f747620,source,
article-note-na3a5e6156f2f-bout-target-99-pkhb34uskzs-source,note-na3a5e6156f2f,bout,target-99-pkhb34uskzs,source,
article-note-na7a62e09f61c-event-emperor-113-source,note-na7a62e09f61c,event,emperor-113,source,
article-note-na7a62e09f61c-fighter-fighter_32d0d719ec-source,note-na7a62e09f61c,fighter,fighter_32d0d719ec,source,
article-note-na7a62e09f61c-fighter-fighter_b23cf227ff-source,note-na7a62e09f61c,fighter,fighter_b23cf227ff,source,
article-note-na7a62e09f61c-fighter-sakurai-source,note-na7a62e09f61c,fighter,sakurai,source,
article-note-na7a62e09f61c-fighter-fighter_0f529b069a-source,note-na7a62e09f61c,fighter,fighter_0f529b069a,source,
article-note-na7a62e09f61c-bout-emperor-113-f_lgazqr_k-source,note-na7a62e09f61c,bout,emperor-113-f_lgazqr_k,source,
article-note-na7a62e09f61c-fighter-fighter_4d6356d021-source,note-na7a62e09f61c,fighter,fighter_4d6356d021,source,
article-note-na7a62e09f61c-fighter-fighter_30b7a4a468-source,note-na7a62e09f61c,fighter,fighter_30b7a4a468,source,
article-note-na7a62e09f61c-bout-emperor-113-5nkfum9czqg-source,note-na7a62e09f61c,bout,emperor-113-5nkfum9czqg,source,
article-note-na7a62e09f61c-fighter-napalm-source,note-na7a62e09f61c,fighter,napalm,source,
article-note-na7a62e09f61c-fighter-fighter_ce9074c06f-source,note-na7a62e09f61c,fighter,fighter_ce9074c06f,source,
article-note-na7a62e09f61c-bout-emperor-113-1ap2i0us_bu-source,note-na7a62e09f61c,bout,emperor-113-1ap2i0us_bu,source,
article-note-na7a62e09f61c-fighter-blue_one-source,note-na7a62e09f61c,fighter,blue_one,source,
article-note-na7a62e09f61c-fighter-colt_apro-source,note-na7a62e09f61c,fighter,colt_apro,source,
article-note-na7a62e09f61c-bout-emperor-113-kk2aas86c94-source,note-na7a62e09f61c,bout,emperor-113-kk2aas86c94,source,
article-note-na8af7e0deb18-event-mh-34-source,note-na8af7e0deb18,event,mh-34,source,
article-note-na8af7e0deb18-fighter-tail_junk-source,note-na8af7e0deb18,fighter,tail_junk,source,
article-note-na8af7e0deb18-fighter-fighter_13ff7e99ab-source,note-na8af7e0deb18,fighter,fighter_13ff7e99ab,source,
article-note-na8af7e0deb18-bout-mh-34-jw_sbyayf0g-source,note-na8af7e0deb18,bout,mh-34-jw_sbyayf0g,source,
article-note-na8af7e0deb18-fighter-fighter_e15b590179-source,note-na8af7e0deb18,fighter,fighter_e15b590179,source,
article-note-na8af7e0deb18-fighter-fighter_392d495da8-source,note-na8af7e0deb18,fighter,fighter_392d495da8,source,
article-note-na8af7e0deb18-bout-mh-34-rofy8v_0baq-source,note-na8af7e0deb18,bout,mh-34-rofy8v_0baq,source,
article-note-na8af7e0deb18-fighter-fighter_a5b1c7ad26-source,note-na8af7e0deb18,fighter,fighter_a5b1c7ad26,source,
article-note-na8af7e0deb18-fighter-fighter_25fddbaacc-source,note-na8af7e0deb18,fighter,fighter_25fddbaacc,source,
article-note-na8af7e0deb18-bout-mh-34-8coks1pwkrk-source,note-na8af7e0deb18,bout,mh-34-8coks1pwkrk,source,
article-note-nab6c0086a467-event-target-90-source,note-nab6c0086a467,event,target-90,source,
article-note-nab8d74ad1a56-event-target-102-source,note-nab8d74ad1a56,event,target-102,source,
article-note-nab8d74ad1a56-fighter-kitamura-source,note-nab8d74ad1a56,fighter,kitamura,source,
article-note-nab8d74ad1a56-fighter-tsukurihara-source,note-nab8d74ad1a56,fighter,tsukurihara,source,
article-note-nab8d74ad1a56-bout-target-102-2ulafpwgt9q-source,note-nab8d74ad1a56,bout,target-102-2ulafpwgt9q,source,
article-note-nab8d74ad1a56-fighter-fighter_31e0efe5d2-source,note-nab8d74ad1a56,fighter,fighter_31e0efe5d2,source,
article-note-nab8d74ad1a56-fighter-zamon-source,note-nab8d74ad1a56,fighter,zamon,source,
article-note-nab8d74ad1a56-bout-target-102-rqenv8yfeci-source,note-nab8d74ad1a56,bout,target-102-rqenv8yfeci,source,
article-note-nab8d74ad1a56-fighter-fighter_e9d2feca82-source,note-nab8d74ad1a56,fighter,fighter_e9d2feca82,source,
article-note-nab8d74ad1a56-fighter-aurora_devil-source,note-nab8d74ad1a56,fighter,aurora_devil,source,
article-note-nab8d74ad1a56-bout-target-102-ephgtzg6nfs-source,note-nab8d74ad1a56,bout,target-102-ephgtzg6nfs,source,
article-note-nab8d74ad1a56-fighter-fighter_a850bd04f1-source,note-nab8d74ad1a56,fighter,fighter_a850bd04f1,source,
article-note-nab8d74ad1a56-fighter-washikaga-source,note-nab8d74ad1a56,fighter,washikaga,source,
article-note-nab8d74ad1a56-bout-target-102-48v5jmjeu1e-source,note-nab8d74ad1a56,bout,target-102-48v5jmjeu1e,source,
article-note-nab8d74ad1a56-fighter-kazeno-source,note-nab8d74ad1a56,fighter,kazeno,source,
article-note-nab8d74ad1a56-fighter-kodama-source,note-nab8d74ad1a56,fighter,kodama,source,
article-note-nab8d74ad1a56-bout-target-102-kb_ww6hufqg-source,note-nab8d74ad1a56,bout,target-102-kb_ww6hufqg,source,
article-note-nac5b58ff480e-event-max-bout-7-lightweight-gp-source,note-nac5b58ff480e,event,max-bout-7-lightweight-gp,source,
article-note-nadf56e116c17-event-mh-36-source,note-nadf56e116c17,event,mh-36,source,
article-note-nadf56e116c17-fighter-fighter_e15b590179-source,note-nadf56e116c17,fighter,fighter_e15b590179,source,
article-note-nadf56e116c17-fighter-fighter_8d86ebfe6f-source,note-nadf56e116c17,fighter,fighter_8d86ebfe6f,source,
article-note-nadf56e116c17-bout-mh-36-fknoghflync-source,note-nadf56e116c17,bout,mh-36-fknoghflync,source,
article-note-nadf56e116c17-fighter-fighter_23a078dc11-source,note-nadf56e116c17,fighter,fighter_23a078dc11,source,
article-note-nadf56e116c17-fighter-fighter_5f53eea569-source,note-nadf56e116c17,fighter,fighter_5f53eea569,source,
article-note-nadf56e116c17-bout-mh-36-ymvonl5nd58-source,note-nadf56e116c17,bout,mh-36-ymvonl5nd58,source,
article-note-nadf56e116c17-fighter-fighter_24e2dfb4f3-source,note-nadf56e116c17,fighter,fighter_24e2dfb4f3,source,
article-note-nadf56e116c17-fighter-fighter_169d4ecfe8-source,note-nadf56e116c17,fighter,fighter_169d4ecfe8,source,
article-note-nadf56e116c17-bout-mh-36-tau8z1fn26s-source,note-nadf56e116c17,bout,mh-36-tau8z1fn26s,source,
article-note-nadf56e116c17-fighter-sangoku-source,note-nadf56e116c17,fighter,sangoku,source,
article-note-nadf56e116c17-fighter-fighter_a5b1c7ad26-source,note-nadf56e116c17,fighter,fighter_a5b1c7ad26,source,
article-note-nadf56e116c17-bout-mh-36-i3q_xcgnqu0-source,note-nadf56e116c17,bout,mh-36-i3q_xcgnqu0,source,
article-note-nbc890e143fa9-event-mh-35-source,note-nbc890e143fa9,event,mh-35,source,
article-note-nbc890e143fa9-fighter-rancher_sugaya-source,note-nbc890e143fa9,fighter,rancher_sugaya,source,
article-note-nbc890e143fa9-fighter-fighter_ffbd00f5ab-source,note-nbc890e143fa9,fighter,fighter_ffbd00f5ab,source,
article-note-nbc890e143fa9-bout-mh-35-qx9qzizzru8-source,note-nbc890e143fa9,bout,mh-35-qx9qzizzru8,source,
article-note-nbc890e143fa9-fighter-fighter_d9983ebeb3-source,note-nbc890e143fa9,fighter,fighter_d9983ebeb3,source,
article-note-nbc890e143fa9-fighter-fighter_abca156858-source,note-nbc890e143fa9,fighter,fighter_abca156858,source,
article-note-nbc890e143fa9-bout-mh-35-itua47cphqs-source,note-nbc890e143fa9,bout,mh-35-itua47cphqs,source,
article-note-nbc890e143fa9-fighter-fighter_ceabf5fde9-source,note-nbc890e143fa9,fighter,fighter_ceabf5fde9,source,
article-note-nbc890e143fa9-fighter-kawakami-source,note-nbc890e143fa9,fighter,kawakami,source,
article-note-nbc890e143fa9-bout-mh-35-wtgb_0m60sk-source,note-nbc890e143fa9,bout,mh-35-wtgb_0m60sk,source,
article-note-nbc9d3618e052-event-target-102-source,note-nbc9d3618e052,event,target-102,source,
article-note-nbc9d3618e052-fighter-kitamura-source,note-nbc9d3618e052,fighter,kitamura,source,
article-note-nbc9d3618e052-fighter-tsukurihara-source,note-nbc9d3618e052,fighter,tsukurihara,source,
article-note-nbc9d3618e052-bout-target-102-2ulafpwgt9q-source,note-nbc9d3618e052,bout,target-102-2ulafpwgt9q,source,
article-note-nbc9d3618e052-fighter-fighter_31e0efe5d2-source,note-nbc9d3618e052,fighter,fighter_31e0efe5d2,source,
article-note-nbc9d3618e052-fighter-zamon-source,note-nbc9d3618e052,fighter,zamon,source,
article-note-nbc9d3618e052-bout-target-102-rqenv8yfeci-source,note-nbc9d3618e052,bout,target-102-rqenv8yfeci,source,
article-note-nbc9d3618e052-fighter-fighter_e9d2feca82-source,note-nbc9d3618e052,fighter,fighter_e9d2feca82,source,
article-note-nbc9d3618e052-fighter-aurora_devil-source,note-nbc9d3618e052,fighter,aurora_devil,source,
article-note-nbc9d3618e052-bout-target-102-ephgtzg6nfs-source,note-nbc9d3618e052,bout,target-102-ephgtzg6nfs,source,
article-note-nbc9d3618e052-fighter-fighter_a850bd04f1-source,note-nbc9d3618e052,fighter,fighter_a850bd04f1,source,
article-note-nbc9d3618e052-fighter-washikaga-source,note-nbc9d3618e052,fighter,washikaga,source,
article-note-nbc9d3618e052-bout-target-102-48v5jmjeu1e-source,note-nbc9d3618e052,bout,target-102-48v5jmjeu1e,source,
article-note-nbc9d3618e052-fighter-kazeno-source,note-nbc9d3618e052,fighter,kazeno,source,
article-note-nbc9d3618e052-fighter-kodama-source,note-nbc9d3618e052,fighter,kodama,source,
article-note-nbc9d3618e052-bout-target-102-kb_ww6hufqg-source,note-nbc9d3618e052,bout,target-102-kb_ww6hufqg,source,
article-note-nc257025df66a-event-mh-40-source,note-nc257025df66a,event,mh-40,source,
article-note-nc257025df66a-fighter-fighter_cc477f9dcf-source,note-nc257025df66a,fighter,fighter_cc477f9dcf,source,
article-note-nc257025df66a-fighter-fighter_8d86ebfe6f-source,note-nc257025df66a,fighter,fighter_8d86ebfe6f,source,
article-note-nc257025df66a-bout-mh-40-ggjctmt9cfi-source,note-nc257025df66a,bout,mh-40-ggjctmt9cfi,source,
article-note-nc257025df66a-fighter-fighter_5f53eea569-source,note-nc257025df66a,fighter,fighter_5f53eea569,source,
article-note-nc257025df66a-fighter-python_hayashi-source,note-nc257025df66a,fighter,python_hayashi,source,
article-note-nc257025df66a-bout-mh-40-an7ejcpbbhs-source,note-nc257025df66a,bout,mh-40-an7ejcpbbhs,source,
article-note-nc257025df66a-fighter-fighter_392d495da8-source,note-nc257025df66a,fighter,fighter_392d495da8,source,
article-note-nc257025df66a-fighter-fighter_41a3b1ba33-source,note-nc257025df66a,fighter,fighter_41a3b1ba33,source,
article-note-nc257025df66a-bout-mh-40-aez1_3vh9dm-source,note-nc257025df66a,bout,mh-40-aez1_3vh9dm,source,
article-note-nc257025df66a-fighter-rolling_jr-source,note-nc257025df66a,fighter,rolling_jr,source,
article-note-nced343dbb736-event-emperor-118-source,note-nced343dbb736,event,emperor-118,source,
article-note-nced343dbb736-fighter-marco_fraser-source,note-nced343dbb736,fighter,marco_fraser,source,
article-note-nced343dbb736-fighter-fighter_30b7a4a468-source,note-nced343dbb736,fighter,fighter_30b7a4a468,source,
article-note-nced343dbb736-bout-emperor-118-kgszncicwxi-source,note-nced343dbb736,bout,emperor-118-kgszncicwxi,source,
article-note-nced343dbb736-fighter-sakaeda-source,note-nced343dbb736,fighter,sakaeda,source,
article-note-nced343dbb736-fighter-fighter_468bc73db5-source,note-nced343dbb736,fighter,fighter_468bc73db5,source,
article-note-nced343dbb736-bout-emperor-118-puek0yf2jrm-source,note-nced343dbb736,bout,emperor-118-puek0yf2jrm,source,
article-note-nced343dbb736-fighter-rouged_starry-source,note-nced343dbb736,fighter,rouged_starry,source,
article-note-nced343dbb736-fighter-fighter_578e54d009-source,note-nced343dbb736,fighter,fighter_578e54d009,source,
article-note-nced343dbb736-bout-emperor-118-isftownyj1u-source,note-nced343dbb736,bout,emperor-118-isftownyj1u,source,
article-note-nced343dbb736-fighter-fighter_5d7998006d-source,note-nced343dbb736,fighter,fighter_5d7998006d,source,
article-note-nced343dbb736-fighter-fighter_083d80ec79-source,note-nced343dbb736,fighter,fighter_083d80ec79,source,
article-note-nced343dbb736-bout-emperor-118-u6_s5feulqm-source,note-nced343dbb736,bout,emperor-118-u6_s5feulqm,source,
article-note-nd3a822943870-event-mh-36-source,note-nd3a822943870,event,mh-36,source,
article-note-nd3a822943870-fighter-fighter_e15b590179-source,note-nd3a822943870,fighter,fighter_e15b590179,source,
article-note-nd3a822943870-fighter-fighter_8d86ebfe6f-source,note-nd3a822943870,fighter,fighter_8d86ebfe6f,source,
article-note-nd3a822943870-bout-mh-36-fknoghflync-source,note-nd3a822943870,bout,mh-36-fknoghflync,source,
article-note-nd3a822943870-fighter-fighter_23a078dc11-source,note-nd3a822943870,fighter,fighter_23a078dc11,source,
article-note-nd3a822943870-fighter-fighter_5f53eea569-source,note-nd3a822943870,fighter,fighter_5f53eea569,source,
article-note-nd3a822943870-bout-mh-36-ymvonl5nd58-source,note-nd3a822943870,bout,mh-36-ymvonl5nd58,source,
article-note-nd3a822943870-fighter-fighter_24e2dfb4f3-source,note-nd3a822943870,fighter,fighter_24e2dfb4f3,source,
article-note-nd3a822943870-fighter-fighter_169d4ecfe8-source,note-nd3a822943870,fighter,fighter_169d4ecfe8,source,
article-note-nd3a822943870-bout-mh-36-tau8z1fn26s-source,note-nd3a822943870,bout,mh-36-tau8z1fn26s,source,
article-note-nd3a822943870-fighter-sangoku-source,note-nd3a822943870,fighter,sangoku,source,
article-note-nd3a822943870-fighter-fighter_a5b1c7ad26-source,note-nd3a822943870,fighter,fighter_a5b1c7ad26,source,
article-note-nd3a822943870-bout-mh-36-i3q_xcgnqu0-source,note-nd3a822943870,bout,mh-36-i3q_xcgnqu0,source,
article-note-nd70f3ea8e21b-event-mh-35-source,note-nd70f3ea8e21b,event,mh-35,source,
article-note-nd70f3ea8e21b-fighter-rancher_sugaya-source,note-nd70f3ea8e21b,fighter,rancher_sugaya,source,
article-note-nd70f3ea8e21b-fighter-fighter_ffbd00f5ab-source,note-nd70f3ea8e21b,fighter,fighter_ffbd00f5ab,source,
article-note-nd70f3ea8e21b-bout-mh-35-qx9qzizzru8-source,note-nd70f3ea8e21b,bout,mh-35-qx9qzizzru8,source,
article-note-nd70f3ea8e21b-fighter-fighter_d9983ebeb3-source,note-nd70f3ea8e21b,fighter,fighter_d9983ebeb3,source,
article-note-nd70f3ea8e21b-fighter-fighter_abca156858-source,note-nd70f3ea8e21b,fighter,fighter_abca156858,source,
article-note-nd70f3ea8e21b-bout-mh-35-itua47cphqs-source,note-nd70f3ea8e21b,bout,mh-35-itua47cphqs,source,
article-note-nd70f3ea8e21b-fighter-fighter_ceabf5fde9-source,note-nd70f3ea8e21b,fighter,fighter_ceabf5fde9,source,
article-note-nd70f3ea8e21b-fighter-kawakami-source,note-nd70f3ea8e21b,fighter,kawakami,source,
article-note-nd70f3ea8e21b-bout-mh-35-wtgb_0m60sk-source,note-nd70f3ea8e21b,bout,mh-35-wtgb_0m60sk,source,
article-note-nd7936059d9ed-event-max-bout-5-middleweight-tournament-source,note-nd7936059d9ed,event,max-bout-5-middleweight-tournament,source,
article-note-nd7936059d9ed-fighter-fighter_d9983ebeb3-source,note-nd7936059d9ed,fighter,fighter_d9983ebeb3,source,
article-note-nd7936059d9ed-fighter-sakaeda-source,note-nd7936059d9ed,fighter,sakaeda,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-zmcyei8g3mi-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-zmcyei8g3mi,source,
article-note-nd7936059d9ed-fighter-misa_will_joe-source,note-nd7936059d9ed,fighter,misa_will_joe,source,
article-note-nd7936059d9ed-fighter-fighter_5d7998006d-source,note-nd7936059d9ed,fighter,fighter_5d7998006d,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-szekaoaieb8-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-szekaoaieb8,source,
article-note-nd7936059d9ed-fighter-rouged_starry-source,note-nd7936059d9ed,fighter,rouged_starry,source,
article-note-nd7936059d9ed-fighter-tail_junk-source,note-nd7936059d9ed,fighter,tail_junk,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-veyyj1akdtc-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-veyyj1akdtc,source,
article-note-nd7936059d9ed-fighter-fighter_e15b590179-source,note-nd7936059d9ed,fighter,fighter_e15b590179,source,
article-note-nd7936059d9ed-fighter-kabei-source,note-nd7936059d9ed,fighter,kabei,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-vvxae1wlsxm-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-vvxae1wlsxm,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-pzlpry9qwaw-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-pzlpry9qwaw,source,
article-note-nd7936059d9ed-bout-max-bout-5-middleweight-tournament-sxu4xadywj4-source,note-nd7936059d9ed,bout,max-bout-5-middleweight-tournament-sxu4xadywj4,source,
article-note-ndbe7c7364326-event-emperor-114-source,note-ndbe7c7364326,event,emperor-114,source,
article-note-ndbe7c7364326-fighter-fighter_b9115f2d71-source,note-ndbe7c7364326,fighter,fighter_b9115f2d71,source,
article-note-ndbe7c7364326-fighter-sakaeda-source,note-ndbe7c7364326,fighter,sakaeda,source,
article-note-ndbe7c7364326-bout-emperor-114-agecfmrimag-source,note-ndbe7c7364326,bout,emperor-114-agecfmrimag,source,
article-note-ndbe7c7364326-fighter-fighter_5d7998006d-source,note-ndbe7c7364326,fighter,fighter_5d7998006d,source,
article-note-ndbe7c7364326-fighter-fighter_b23cf227ff-source,note-ndbe7c7364326,fighter,fighter_b23cf227ff,source,
article-note-ndbe7c7364326-bout-emperor-114-s8_61fzru0-source,note-ndbe7c7364326,bout,emperor-114-s8_61fzru0,source,
article-note-ndbe7c7364326-fighter-fighter_0f529b069a-source,note-ndbe7c7364326,fighter,fighter_0f529b069a,source,
article-note-ndbe7c7364326-fighter-fighter_30b7a4a468-source,note-ndbe7c7364326,fighter,fighter_30b7a4a468,source,
article-note-ndbe7c7364326-bout-emperor-114-g4yds9beona-source,note-ndbe7c7364326,bout,emperor-114-g4yds9beona,source,
article-note-ndbe7c7364326-fighter-fighter_4d6356d021-source,note-ndbe7c7364326,fighter,fighter_4d6356d021,source,
article-note-ndbe7c7364326-fighter-sakurai-source,note-ndbe7c7364326,fighter,sakurai,source,
article-note-ndbe7c7364326-bout-emperor-114-jvdwhu96dwe-source,note-ndbe7c7364326,bout,emperor-114-jvdwhu96dwe,source,
article-note-ndbe7c7364326-fighter-fighter_d698e2e0fb-source,note-ndbe7c7364326,fighter,fighter_d698e2e0fb,source,
article-note-ndbe7c7364326-fighter-fighter_e590e4eb0f-source,note-ndbe7c7364326,fighter,fighter_e590e4eb0f,source,
article-note-ndbe7c7364326-bout-emperor-114-ckhfjmv2gfe-source,note-ndbe7c7364326,bout,emperor-114-ckhfjmv2gfe,source,
article-note-ndecd8772f601-event-max-bout-6-lightweight-tournament-source,note-ndecd8772f601,event,max-bout-6-lightweight-tournament,source,
article-note-ndecd8772f601-fighter-lander_devil-source,note-ndecd8772f601,fighter,lander_devil,source,
article-note-ndecd8772f601-fighter-blue_one-source,note-ndecd8772f601,fighter,blue_one,source,
article-note-ndecd8772f601-fighter-waku-source,note-ndecd8772f601,fighter,waku,source,
article-note-ndecd8772f601-fighter-colt_apro-source,note-ndecd8772f601,fighter,colt_apro,source,
article-note-ndecd8772f601-bout-max-bout-6-lightweight-tournament-41mou0pvo8w-source,note-ndecd8772f601,bout,max-bout-6-lightweight-tournament-41mou0pvo8w,source,
article-note-ne16015350a06-event-max-bout-7-lightweight-gp-source,note-ne16015350a06,event,max-bout-7-lightweight-gp,source,
article-note-nea973af387f1-event-mh-38-source,note-nea973af387f1,event,mh-38,source,
article-note-nea973af387f1-fighter-fighter_e15b590179-source,note-nea973af387f1,fighter,fighter_e15b590179,source,
article-note-nea973af387f1-fighter-rancher_sugaya-source,note-nea973af387f1,fighter,rancher_sugaya,source,
article-note-nea973af387f1-fighter-fighter_169d4ecfe8-source,note-nea973af387f1,fighter,fighter_169d4ecfe8,source,
article-note-nea973af387f1-fighter-fighter_5f53eea569-source,note-nea973af387f1,fighter,fighter_5f53eea569,source,
article-note-nea973af387f1-bout-mh-38-htdjihj6z_q-source,note-nea973af387f1,bout,mh-38-htdjihj6z_q,source,
article-note-nea973af387f1-fighter-rolling_jr-source,note-nea973af387f1,fighter,rolling_jr,source,
