video_id,platform,platform_video_id,url,title,original_title,channel_name,published_at,official_status,video_type,link_status,duplicate_group_id,duplicate_note,notes,source_article_ids
youtube_vua63zqqncc,youtube,vUA63ZqQNCc,https://www.youtube.com/watch?v=vUA63ZqQNCc,【森本カメラ】試合観戦側映像② 2025.7.26アラカク試合だけのライブNo.3,【森本カメラ】試合観戦側映像② 2025.7.26アラカク試合だけのライブNo.3,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=4:14,
youtube_kw4do4oupky,youtube,Kw4Do4ouPKY,https://www.youtube.com/watch?v=Kw4Do4ouPKY,【森本カメラ】試合観戦側映像① 2025.7.26アラカク試合だけのライブNo.3,【森本カメラ】試合観戦側映像① 2025.7.26アラカク試合だけのライブNo.3,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=4:13,
youtube_dosndbafkiw,youtube,DOSNDbaFKiw,https://www.youtube.com/watch?v=DOSNDbaFKiw,【日程変更のお知らせ】第5回MAXバウトミドル級トーナメント一回戦,【日程変更のお知らせ】第5回MAXバウトミドル級トーナメント一回戦,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=21,
youtube_igtaftdrqu,youtube,_IGtAFTDRqU,https://www.youtube.com/watch?v=_IGtAFTDRqU,【告知】7月26日（土）ライブ開催！概要欄見てね！！,【告知】7月26日（土）ライブ開催！概要欄見てね！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=1:25,
youtube_zg0qp22iiac,youtube,ZG0qP22iIAc,https://www.youtube.com/watch?v=ZG0qP22iIAc,【告知】2026年4月22日（水）超アラカクライブ,【告知】2026年4月22日（水）超アラカクライブ,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=41,
youtube_eaovcuisvg,youtube,_EaoVcuIsVg,https://www.youtube.com/watch?v=_EaoVcuIsVg,【⚠️概要欄チェック】9月30日（土）まによんpresentsアラカクライブ 秋の陣！！の注目カードを準決終わりに簡単に話してみた！！,【⚠️概要欄チェック】9月30日（土）まによんpresentsアラカクライブ 秋の陣！！の注目カードを準決終わりに簡単に話してみた！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=15:36,
youtube_42ca9t_qk7y,youtube,42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,感謝！！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=13:24,
youtube_574ikyazfj4,youtube,574ikYAzfj4,https://www.youtube.com/watch?v=574ikYAzfj4,【マルコ・フレイザーvsダブド・ガブリシャン】MAXバウトライト級スペシャルワンマッチ【クロコップ荒木の実況付き】フルファイト！！,【マルコ・フレイザーvsダブド・ガブリシャン】MAXバウトライト級スペシャルワンマッチ【クロコップ荒木の実況付き】Full Fight！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=19:57,
youtube_f1u0bfqhu9o,youtube,F1U0bFQhU9o,https://www.youtube.com/watch?v=F1U0bFQhU9o,【ランダーデビルvsわく】MAXバウトライト級スペシャルワンマッチ（クロコップ荒木の実況付き）フルファイト！！,【ランダーデビルvsわく】MAXバウトライト級スペシャルワンマッチ（クロコップ荒木の実況付き）Full Fight！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=7:32,
youtube_ooihz_c01e0,youtube,OoIhz_c01E0,https://www.youtube.com/watch?v=OoIhz_c01E0,【きたむらvsさんごく】MAXバウトライト級スペシャルワンマッチ（クロコップ荒木の実況付き）フルファイト！！,【きたむらvsさんごく】MAXバウトライト級スペシャルワンマッチ（クロコップ荒木の実況付き）Full Fight！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=15:00,
youtube_n9hp48kuqp4,youtube,N9hp48KuQP4,https://www.youtube.com/watch?v=N9hp48KuQP4,【煽りのみ】クロノ・マリーケンvsオーシューワイルド　マウンテン・ヒーローズNo.37 ミドル級ワンマッチ,【煽りのみ】クロノ・マリーケンvsオーシューワイルド　マウンテン・ヒーローズNo.37 ミドル級ワンマッチ,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=2:37,
youtube_rdxzmcp2uli,youtube,RDxzmCP2uLI,https://www.youtube.com/watch?v=RDxzmCP2uLI,【祝ハイパーペロちゃん！！】9月25日（木）に試合観戦配信18【ターゲットNo.101見どころ動画】,【祝ハイパーペロちゃん！！】9月25日（木）に試合観戦配信18【ターゲットNo.101見どころ動画】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=19:04,
youtube_bacmlios1i8,youtube,BaCmLIos1I8,https://www.youtube.com/watch?v=BaCmLIos1I8,【コルト・アプローvsつくりはら】MAXバウトライト級スペシャルワンマッチ 【クロコップ荒木の実況付き】フルファイト！！,【コルト・アプローvsつくりはら】MAXバウトライト級スペシャルワンマッチ 【クロコップ荒木の実況付き】Full Fight！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=8:46,
youtube_qtswvquloji,youtube,qtSWvQuLojI,https://www.youtube.com/watch?v=qtSWvQuLojI,【ブルーワンvsイスカン・アステ】MAXバウトライト級スペシャルワンマッチ （クロコップ荒木の実況付き）フルファイト！！,【ブルーワンvsイスカン・アステ】MAXバウトライト級スペシャルワンマッチ （クロコップ荒木の実況付き）Full Fight！！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=18:13,
youtube_gz3tbdqya44,youtube,GZ3TbdQYa44,https://www.youtube.com/watch?v=GZ3TbdQYa44,［音悪いです］見どころ動画！【マウンテン・ヒーローズNo.37】2025.8.28試合観戦配信！,［音悪いです］見どころ動画！【マウンテン・ヒーローズNo.37】2025.8.28試合観戦配信！,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=14:11,
youtube_jma37rr9bq0,youtube,jMa37rr9Bq0,https://www.youtube.com/watch?v=jMa37rr9Bq0,愛媛県でアラカク語り（荒言）【#6あらかくNEWS】,愛媛県でアラカク語り（荒言）【#6あらかくNEWS】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=11:16,
youtube_jnyl9hozxwu,youtube,jNyl9HOzxwU,https://www.youtube.com/watch?v=jNyl9HOzxwU,アラカクの質問などは！？ターゲットNo.103の見どころ動画【#2あらかくNEWS】,アラカクの質問などは！？ターゲットNo.103の見どころ動画【#2あらかくNEWS】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=11:22,
youtube_ofy3tcobh3m,youtube,OFY3TCOBh3M,https://www.youtube.com/watch?v=OFY3TCOBh3M,場所のみ特別編！！おとさわvsオーロラデビルの見どころ！【#3あらかくNEWS】,場所のみ特別編！！おとさわvsオーロラデビルの見どころ！【#3あらかくNEWS】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=3:17,
youtube_ozelvcxxrdu,youtube,OzElVcxXRDU,https://www.youtube.com/watch?v=OzElVcxXRDU,超アラカクまで一週間切る！質問も答えたり！！【#4あらかくNEWS】,超アラカクまで一週間切る！質問も答えたり！！【#4あらかくNEWS】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=10:24,
youtube_x12ae8i8vai,youtube,X12Ae8i8VaI,https://www.youtube.com/watch?v=X12Ae8i8VaI,打ち合わせ後ファミリーとおしゃべり！ほぼ編集無し【アラカクNEWS番外編】,打ち合わせ後ファミリーとおしゃべり！ほぼ編集無し【アラカクNEWS番外編】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=34:48,
youtube_h_qlirn2rmg,youtube,h_Qlirn2Rmg,https://www.youtube.com/watch?v=h_Qlirn2Rmg,ARAKAKUのPVみたいなやつ,ARAKAKUのPVみたいなやつ,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=2:15,
youtube_ydoljrr9udo,youtube,ydOLJRr9udo,https://www.youtube.com/watch?v=ydOLJRr9udo,3月29日（金）新宿でアラカクライブ！！【概要欄何回も見て】エンペラーNo.115の見どころ,3月29日（金）新宿でアラカクライブ！！【概要欄何回も見て】エンペラーNo.115の見どころ,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=14:28,
youtube_p0eibop0xou,youtube,p0EIbOP0XOU,https://www.youtube.com/watch?v=p0EIbOP0XOU,1月30日（火）ライブ配信！21時ごろ！！【エンペラーNo.114の見どころ】,1月30日（火）ライブ配信！21時ごろ！！【エンペラーNo.114の見どころ】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=14:49,
youtube_d6tuqnfvmhy,youtube,d6tUQnfvMHY,https://www.youtube.com/watch?v=d6tUQnfvMHY,11月30日（土）アラカクライブNo.14あります！！＊概要欄チェック！！！【らんちゃーすがやvsあかそ見どころ動画】,11月30日（土）アラカクライブNo.14あります！！＊概要欄チェック！！！【らんちゃーすがやvsあかそ見どころ動画】,NA,,official,reference,unlinked,,,yt-dlp channel export. duration=8:12,
youtube_3oa5lu1gfai,youtube,3oa5Lu1GFAI,https://www.youtube.com/watch?v=3oa5Lu1GFAI,第7回MAXバウトライト級GP一回戦【煽り映像集】,第7回MAXバウトライト級GP一回戦【煽り映像集】,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=11:40,
youtube_4rgh2fs6rp8,youtube,4Rgh2fs6rP8,https://www.youtube.com/watch?v=4Rgh2fs6rP8,【煽りＶのみ】わくvsつくりはら ターゲットNo.100 ライト級タイトルマッチ,【煽りＶのみ】わくvsつくりはら ターゲットNo.100 ライト級タイトルマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=1:59,
youtube_1ptbs6ropuq,youtube,1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=2:16,
youtube_bniqjtmfayw,youtube,BniqJtmfAYw,https://www.youtube.com/watch?v=BniqJtmfAYw,【煽りＶ】フラーム・グランvsだいな ターゲットNo.98 ライト級ワンマッチ,【煽りＶ】フラーム・グランvsだいな ターゲットNo.98 ライト級ワンマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=1:55,
youtube_54kwdqyjoa8,youtube,54kwDQYjOA8,https://www.youtube.com/watch?v=54kwDQYjOA8,【煽り映像】マルコ・フレイザーvsブルーワン,【煽り映像】マルコ・フレイザーvsブルーワン,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=3:19,
youtube_f93bk3gibcq,youtube,F93bK3gibcQ,https://www.youtube.com/watch?v=F93bK3gibcQ,【煽り映像】ダートソンvsアトゥリうえはら,【煽り映像】ダートソンvsアトゥリうえはら,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=1:49,
youtube_2mm9_kcrsfu,youtube,2Mm9-KcrsfU,https://www.youtube.com/watch?v=2Mm9-KcrsfU,【煽りのみ】きんときvsおとさわ　ターゲットNo.90 ミドル級ワンマッチ,【煽りのみ】きんときvsおとさわ　ターゲットNo.90 ミドル級ワンマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=1:50,
youtube_qfiwnhcogvu,youtube,qFIWnhcOgVU,https://www.youtube.com/watch?v=qFIWnhcOgVU,【煽り】ヘル・ラッサーvsテール・ジャンク マウンテンヒーローズNo.29ミドル級タイトルマッチ,【煽り】ヘル・ラッサーvsテール・ジャンク マウンテンヒーローズNo.29ミドル級タイトルマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=2:20,
youtube_jby8vkzyuys,youtube,JbY8vkZYUys,https://www.youtube.com/watch?v=JbY8vkZYUys,【煽り】だいなvsつおし ターゲットNo.96 ライト級ワンマッチ,【煽り】だいなvsつおし ターゲットNo.96 ライト級ワンマッチ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=1:51,
youtube_foh5vctjij4,youtube,fOH5VCTjIJ4,https://www.youtube.com/watch?v=fOH5VCTjIJ4,【煽り】おとさわvsかべい ターゲットNo.87 ターゲットミドル級王座決定戦,【煽り】おとさわvsかべい ターゲットNo.87  ターゲットミドル級王座決定戦,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=3:47,
youtube_bvtj1lsfwz4,youtube,BVtJ1Lsfwz4,https://www.youtube.com/watch?v=BVtJ1Lsfwz4,【煽りVのみ】エンペラーNo.118 ミドル級ワンマッチ　ルージュド・スターリーvsアマルド・ビュエーラ,【煽りVのみ】エンペラーNo.118 ミドル級ワンマッチ　ルージュド・スターリーvsアマルド・ビュエーラ,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=2:33,
youtube_cw2jdbvp7yq,youtube,CW2JdBVp7yQ,https://www.youtube.com/watch?v=CW2JdBVp7yQ,【煽りV】第７回MAXバウトライト級GP二回戦,【煽りV】第７回MAXバウトライト級GP二回戦,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=10:47,
youtube_zgnhiht4uss,youtube,ZgNhihT4uss,https://www.youtube.com/watch?v=ZgNhihT4uss,MAXバウトスペシャルワンマッチ大会煽り映像集！,MAXバウトスペシャルワンマッチ大会煽り映像集！,NA,,official,preview,unlinked,,,yt-dlp channel export. duration=9:58,
youtube_ifu9zhhjmzi,youtube,ifU9zHHJmzI,https://www.youtube.com/watch?v=ifU9zHHJmzI,試合前インタビュー　マルコ・フレイザー vsランダーデビル　第６回MAXバウトライト級トーナメント２回戦第一試合,試合前インタビュー　マルコ・フレイザー vsランダーデビル　第６回MAXバウトライト級トーナメント２回戦第一試合,NA,,official,interview,unlinked,,,yt-dlp channel export. duration=1:57,
youtube_a8qhaua4i1g,youtube,a8QHAUa4I1g,https://www.youtube.com/watch?v=a8QHAUa4I1g,試合前インタビュー　ブルーワンvsアイス・トロン　第６回MAXバウトライト級トーナメント２回戦第二試合,試合前インタビュー　ブルーワンvsアイス・トロン　第６回MAXバウトライト級トーナメント２回戦第二試合,NA,,official,interview,unlinked,,,yt-dlp channel export. duration=2:02,
youtube_s99fvrs7evw,youtube,s99fvrs7Evw,https://www.youtube.com/watch?v=s99fvrs7Evw,試合前インタビュー　コルト・アプローvsフラーム・グラン　第６回MAXバウトライト級トーナメント２回戦第四試合,試合前インタビュー　コルト・アプローvsフラーム・グラン　第６回MAXバウトライト級トーナメント２回戦第四試合,NA,,official,interview,unlinked,,,yt-dlp channel export. duration=2:11,
youtube_pcudq7vtm_g,youtube,pCuDq7VtM-g,https://www.youtube.com/watch?v=pCuDq7VtM-g,試合前インタビュー　わくvsゆめろう　第６回MAXバウトライト級トーナメント２回戦第三試合,試合前インタビュー　わくvsゆめろう　第６回MAXバウトライト級トーナメント２回戦第三試合,NA,,official,interview,unlinked,,,yt-dlp channel export. duration=2:47,
youtube_ihtjfcxuzz4,youtube,IhTJfcxUZZ4,https://www.youtube.com/watch?v=IhTJfcxUZZ4,第７回MAXバウトライト級GP準決勝・決勝ダイジェスト,第７回MAXバウトライト級GP準決勝・決勝ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=7:00,
youtube_l5tdp1g49es,youtube,l5tdP1g49Es,https://www.youtube.com/watch?v=l5tdP1g49Es,第７回MAXバウトライト級GP二回戦ダイジェスト,第７回MAXバウトライト級GP二回戦ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=8:09,
youtube_wp3ngiig9e,youtube,_wp3NgiiG9E,https://www.youtube.com/watch?v=_wp3NgiiG9E,第7回MAXバウトライト級GP一回戦ダイジェスト,第7回MAXバウトライト級GP一回戦ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=14:51,
youtube_n4zermrppse,youtube,n4zERmRpPsE,https://www.youtube.com/watch?v=n4zERmRpPsE,第6回MAXバウトライト級トーナメント一回戦ダイジェスト,第6回MAXバウトライト級トーナメント一回戦ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=10:57,
youtube_pwkcftx4lta,youtube,pwkcFTX4lTA,https://www.youtube.com/watch?v=pwkcFTX4lTA,第6回MAXバウトライト級トーナメントニ回戦ダイジェスト（表記ミス→ランダーデビル23勝）,第6回MAXバウトライト級トーナメントニ回戦ダイジェスト（表記ミス→ランダーデビル23勝）,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=9:07,
youtube_ubjzulnpoae,youtube,UbJZUlNPoaE,https://www.youtube.com/watch?v=UbJZUlNPoaE,第6回MAXバウトライト級トーナメントFINALダイジェスト【準決勝・決勝】,第6回MAXバウトライト級トーナメントFINALダイジェスト【準決勝・決勝】,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=9:29,
youtube_p3fcqirkjvc,youtube,P3FcqiRKjvc,https://www.youtube.com/watch?v=P3FcqiRKjvc,第5回MAXバウトミドル級トーナメント　一回戦　ダイジェスト,第5回MAXバウトミドル級トーナメント　一回戦　ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=9:16,
youtube_wzlhskwpiwo,youtube,wZlHskWpIwo,https://www.youtube.com/watch?v=wZlHskWpIwo,第5回MAXバウトミドル級トーナメント　ニ回戦　ダイジェスト,第5回MAXバウトミドル級トーナメント　ニ回戦　ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=9:53,
youtube_tnbfzyuctfo,youtube,TnBFzYucTFo,https://www.youtube.com/watch?v=TnBFzYucTFo,第5回MAXバウトミドル級トーナメトFINAL ダイジェスト,第5回MAXバウトミドル級トーナメトFINAL  ダイジェスト,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=9:56,
youtube_atfsftyzgfm,youtube,aTfSFTyZgFM,https://www.youtube.com/watch?v=aTfSFTyZgFM,ニューヨーク Official Channel紹介記念！アラカクベストバウトダイジェスト2025,ニューヨーク Official Channel紹介記念！アラカクベストバウトダイジェスト2025,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=8:26,
youtube_aklj9sjaywq,youtube,AKlj9SjAyWQ,https://www.youtube.com/watch?v=AKlj9SjAyWQ,小林ぼっち＆ムニエルのアラカク研修生卒業試験【アラカクテストライブダイジェスト】,小林ぼっち＆ムニエルのアラカク研修生卒業試験【アラカクテストライブダイジェスト】,NA,,official,highlight,unlinked,,,yt-dlp channel export. duration=15:31,
youtube_bompcnznx34,youtube,BomPcNZNX34,https://www.youtube.com/watch?v=BomPcNZNX34,ミサ・ウィル・ジョーvsルージュド・スターリー【フルファイト！MAXバウトミドル級スペシャルワンマッチ】,ミサ・ウィル・ジョーvsルージュド・スターリー【Full Fight！MAXバウトミドル級スペシャルワンマッチ】,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=20:09,
youtube_tuog5suk_fo,youtube,tUOG5suk_Fo,https://www.youtube.com/watch?v=tUOG5suk_Fo,テール・ジャンクvs タイプ・ジー【フルファイト！MAXバウトミドル級スペシャルワンマッチ】,テール・ジャンクvs タイプ・ジー【Full Fight！MAXバウトミドル級スペシャルワンマッチ】,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=21:57,
youtube_4cbcymly7ma,youtube,4cbCymlY7MA,https://www.youtube.com/watch?v=4cbCymlY7MA,ダイス・ヴォルケードvs ライン・デュオ【フルファイト！MAXバウトミドル級スペシャルワンマッチ】,ダイス・ヴォルケードvs ライン・デュオ【Full Fight！MAXバウトミドル級スペシャルワンマッチ】,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=4:45,
youtube_siibzv70fww,youtube,SIibZV70FWw,https://www.youtube.com/watch?v=SIibZV70FWw,かべいvsさかえだ【フルファイト！MAXバウトミドル級スペシャルワンマッチ】,かべいvsさかえだ【Full Fight！MAXバウトミドル級スペシャルワンマッチ】,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=6:41,
youtube_opylhps0jq0,youtube,opYLhPS0jQ0,https://www.youtube.com/watch?v=opYLhPS0jQ0,おとさわvs らんちゃーすがや【フルファイト！MAXバウトミドル級スペシャルワンマッチ】,おとさわvs らんちゃーすがや【Full Fight！MAXバウトミドル級スペシャルワンマッチ】,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=19:04,
youtube_lp2btuxgjiy,youtube,lp2BtuxgJiY,https://www.youtube.com/watch?v=lp2BtuxgJiY,【エンペラー公式ルールは概要欄】フルファイト！ダートソンvsレイ・ガシーオ エンペラーNo.110 ミドル級ワンマッチ,【エンペラー公式ルールは概要欄】Full Fight！ダートソンvsレイ・ガシーオ エンペラーNo.110 ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=3:43,
youtube_nm0ig9mdpi,youtube,-nM0IG9MDPI,https://www.youtube.com/watch?v=-nM0IG9MDPI,【ゼットvsらんちゃーすがや】マウンテン・ヒーローズNo.38ミドル級王座決定戦（クロコップ荒木の実況付きフルファイト！！）,【ゼットvsらんちゃーすがや】マウンテン・ヒーローズNo.38ミドル級王座決定戦（クロコップ荒木の実況付きFull Fight！！）,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=13:33,
youtube_vplbxarc3pc,youtube,vPLbXARC3pc,https://www.youtube.com/watch?v=vPLbXARC3pc,【煽り＆クロコップ荒木の実況付き】フルファイト！ギタミン・アーロンvsおとさわ ターゲットNo.101 ミドル級タイトルマッチ,【煽り＆クロコップ荒木の実況付き】Full Fight！ギタミン・アーロンvsおとさわ ターゲットNo.101 ミドル級タイトルマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=11:18,
youtube_ggjctmt9cfi,youtube,GgjCtMt9CFI,https://www.youtube.com/watch?v=GgjCtMt9CFI,【タイプ・ジーvsヘル・ラッサー】フルファイト！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,【タイプ・ジーvsヘル・ラッサー】Full Fight！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=4:56,
youtube_dxknai8nu0k,youtube,DXKNAI8nU0k,https://www.youtube.com/watch?v=DXKNAI8nU0k,【タイプ・ジーvsチャールス・ブランディン】煽り付きフルファイト！エンペラーNo.120ミドル級ワンマッチ,【タイプ・ジーvsチャールス・ブランディン】煽り付きFull Fight！エンペラーNo.120ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=6:40,
youtube_zvs_zboqwzm,youtube,ZVs-ZboQwZM,https://www.youtube.com/watch?v=ZVs-ZboQwZM,【トルー・パルドレスvsヘル・ラッサー】フルファイト！マウンテン・ヒーローズNo.39ミドル級ワンマッチ,【トルー・パルドレスvsヘル・ラッサー】Full Fight！マウンテン・ヒーローズNo.39ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=17:55,
youtube_wgbrpkw3_u,youtube,WGBRpkW3_-U,https://www.youtube.com/watch?v=WGBRpkW3_-U,【ステシエン・チェットvsループデビル】フルファイト！エンペラーNo.120ライト級ワンマッチ,【ステシエン・チェットvsループデビル】Full Fight！エンペラーNo.120ライト級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=11:54,
youtube_rqenv8yfeci,youtube,rQENV8yFecI,https://www.youtube.com/watch?v=rQENV8yFecI,【シガー・ユーナイムvsザモン】フルファイト！ターゲットNo.102 ミドル級ワンマッチ,【シガー・ユーナイムvsザモン】Full Fight！ターゲットNo.102 ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=18:46,
youtube_48v5jmjeu1e,youtube,48v5jmJeu1E,https://www.youtube.com/watch?v=48v5jmJeu1E,【サム・ラッシュvsわしかが】フルファイト！ターゲットNo.102 ミドル級ワンマッチ,【サム・ラッシュvsわしかが】Full Fight！ターゲットNo.102 ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=5:43,
youtube_fuaaxecs6he,youtube,fUaaXecs6hE,https://www.youtube.com/watch?v=fUaaXecs6hE,【さくらいvsレイ・ガシーオ】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,【さくらいvsレイ・ガシーオ】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きFull Fight！！）,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=11:58,
youtube_wae2pl4rfdw,youtube,wAE2pl4rfdw,https://www.youtube.com/watch?v=wAE2pl4rfdw,【さかえだvsルージュド・スターリー】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,【さかえだvsルージュド・スターリー】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きFull Fight！！）,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=8:40,
youtube_gencjoexft8,youtube,GEnCjoexFt8,https://www.youtube.com/watch?v=GEnCjoexFt8,【エス・ガリオンvsロン】フルファイト！エンペラーNo.120ミドル級ワンマッチ,【エス・ガリオンvsロン】Full Fight！エンペラーNo.120ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=7:04,
youtube_bujuelt6hfo,youtube,bUJueLt6hFo,https://www.youtube.com/watch?v=bUJueLt6hFo,【ローリングジュニアvsトワックデビル】フルファイト！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,【ローリングジュニアvsトワックデビル】Full Fight！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=10:24,
youtube_3jbgtu_pkeu,youtube,3jBGtu-PKEU,https://www.youtube.com/watch?v=3jBGtu-PKEU,【ローリングジュニアvsぱいそんはやし】マウンテン・ヒーローズNo.38ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,【ローリングジュニアvsぱいそんはやし】マウンテン・ヒーローズNo.38ミドル級ワンマッチ（クロコップ荒木の実況付きFull Fight！！）,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=18:17,
youtube_htdjihj6z_q,youtube,HTdJIhJ6Z-Q,https://www.youtube.com/watch?v=HTdJIhJ6Z-Q,【ラドフvsオーシューワイルド】マウンテン・ヒーローズNo.38ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,【ラドフvsオーシューワイルド】マウンテン・ヒーローズNo.38ミドル級ワンマッチ（クロコップ荒木の実況付きFull Fight！！）,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=5:02,
youtube_sgrylfsil_w,youtube,sGryLfsIl-w,https://www.youtube.com/watch?v=sGryLfsIl-w,【ぱいそんはやしvsジャニマード・トスパチ】フルファイト！マウンテン・ヒーローズNo.39ミドル級ワンマッチ,【ぱいそんはやしvsジャニマード・トスパチ】Full Fight！マウンテン・ヒーローズNo.39ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=10:59,
youtube_vdb8qzkxcy,youtube,_vdB8QZkXCY,https://www.youtube.com/watch?v=_vdB8QZkXCY,【おとさわvsオーロラデビル】フルファイト！ターゲットNo.103ミドル級ワンマッチ,【おとさわvsオーロラデビル】Full Fight！ターゲットNo.103ミドル級ワンマッチ,NA,,official,full_fight,linked,,,yt-dlp channel export. duration=19:39,
youtube_an7ejcpbbhs,youtube,An7EjCPbbhs,https://www.youtube.com/watch?v=An7EjCPbbhs,【オーシューワイルドvsぱいそんはやし】フルファイト！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,【オーシューワイルドvsぱいそんはやし】Full Fight！マウンテン・ヒーローズNo.40ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=14:01,
youtube_ifz9rupnazm,youtube,IFZ9RuPnAZM,https://www.youtube.com/watch?v=IFZ9RuPnAZM,【ミサ・ウィル・ジョーvsブレード・アロー】煽り付きフルファイト！エンペラーNo.120ミドル級ワンマッチ,【ミサ・ウィル・ジョーvsブレード・アロー】煽り付きFull Fight！エンペラーNo.120ミドル級ワンマッチ,NA,,official,full_fight,unlinked,,,yt-dlp channel export. duration=12:54,
