video_id,url,title,line_number,line_type,line_text
-1QlPvbzpX4,https://www.youtube.com/watch?v=-1QlPvbzpX4,アラカクライブ熱すぎるぜ！！,7,note_url,https://note.com/xyz1090
-7rixgVx9nA,https://www.youtube.com/watch?v=-7rixgVx9nA,Full Fight！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,1,event,🥊第5回MAXバウトミドル級ＧＰ
-7rixgVx9nA,https://www.youtube.com/watch?v=-7rixgVx9nA,Full Fight！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,8,event,⑥【16勝7敗】⑦エンペラー⑧4回目
-7rixgVx9nA,https://www.youtube.com/watch?v=-7rixgVx9nA,Full Fight！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,15,event,⑥【4勝2敗】⑦ターゲット⑧1回目
-7rixgVx9nA,https://www.youtube.com/watch?v=-7rixgVx9nA,Full Fight！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,23,result_or_title,⑨タイトル⑩戦いたい相手
-S8_61fZRU0,https://www.youtube.com/watch?v=-S8_61fZRU0,Full Fight！ダイス・ヴォルケードvsダートソン エンペラーNo.114 ミドル級ワンマッチ,1,event,エンペラーNo.114
-f_LGAzQr_k,https://www.youtube.com/watch?v=-f_LGAzQr_k,Full Fight！クレイエル・アビソカvsさくらい　エンペラーNo.113 ライト級ワンマッチ,1,event,エンペラーNo.113
-nM0IG9MDPI,https://www.youtube.com/watch?v=-nM0IG9MDPI,【ゼットvsらんちゃーすがや】マウンテン・ヒーローズNo.38ミドル級王座決定戦（クロコップ荒木の実況付きFull Fight！！）,1,event,マウンテン・ヒーローズNo.38
-nM0IG9MDPI,https://www.youtube.com/watch?v=-nM0IG9MDPI,【ゼットvsらんちゃーすがや】マウンテン・ヒーローズNo.38ミドル級王座決定戦（クロコップ荒木の実況付きFull Fight！！）,3,result_or_title,☆M・Hミドル級タイトルマッチ
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,1,event,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,7,result_or_title,⑨タイトル
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,12,event,⑥【6勝0敗】⑦ターゲット　⑧1回目
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,17,event,⑥【16勝10敗】⑦エンペラー ⑧4回目
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,18,event,⑨元エンペラーライト級王者
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,30,note_url,https://note.com/xyz1090
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,40,youtube_url,https://youtu.be/IY1WaJ22vP0
-xXhhyFB8KQ,https://www.youtube.com/watch?v=-xXhhyFB8KQ,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,42,youtube_url,https://youtu.be/RSdWBnQvynU
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,1,event,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,7,result_or_title,⑨タイトル
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,10,matchup,①ランダーデビル  ②［デビル軍の絶対的エース］
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,13,event,⑨現M・Hライト級王者、第5回MAXバウトライト級トーナメント優勝
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,17,event,⑥【13勝4敗】⑦エンペラー ⑧3回目
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,18,event,⑨元エンペラーライト級王者
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,30,note_url,https://note.com/xyz1090
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,40,youtube_url,https://youtu.be/IY1WaJ22vP0
-z5LiALVefc,https://www.youtube.com/watch?v=-z5LiALVefc,Full Fight！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,42,youtube_url,https://youtu.be/RSdWBnQvynU
0f7cI7MO380,https://www.youtube.com/watch?v=0f7cI7MO380,Full Fight！【煽り付き】エリートスピリッツミドル級GP一回戦Bブロック　ジャニマード・トスパチvsこだま,9,event,🟨エリートスピリッツミドル級GP 準決勝・決勝をライブで観戦❗️
0f7cI7MO380,https://www.youtube.com/watch?v=0f7cI7MO380,Full Fight！【煽り付き】エリートスピリッツミドル級GP一回戦Bブロック　ジャニマード・トスパチvsこだま,20,event,🟨エリートスピリッツミドル級GP （92kg）
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,3,event,ターゲットNo.101
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,6,event,37歳 163cm ターゲットPJ
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,14,event,『アラカクライブNo.16【秋の陣】』
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,28,youtube_url,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,37,event,アラカクライブNo.13
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,38,youtube_url,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,40,event,アラカクライブNo.14
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,41,youtube_url,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,43,event,アラカクライブNo.15
0nT8UfRwIMc,https://www.youtube.com/watch?v=0nT8UfRwIMc,【クロコップ荒木の実況付き】Full Fight！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,44,youtube_url,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,5,youtube_url,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,8,youtube_url,https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,14,event,アラカクライブNo.13
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,15,youtube_url,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,17,event,アラカクライブNo.14
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,18,youtube_url,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,20,event,アラカクライブNo.15
0vt0J0l9JjA,https://www.youtube.com/watch?v=0vt0J0l9JjA,【アリベル・アリベラvsわしかが】Full Fight！ターゲットNo.103ミドル級ワンマッチ,21,youtube_url,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl
13OB38c7T_8,https://www.youtube.com/watch?v=13OB38c7T_8,Full Fight！ワインセルvsきょうない ターゲットNo.98 ライト級ワンマッチ,1,event,ターゲットNo.98
14fZPAh41t0,https://www.youtube.com/watch?v=14fZPAh41t0,Full Fight！ワインセルvsイベルト・キューミ ターゲットNo.93 ライト級ワンマッチ,1,event,ターゲットNo.93
1Ap2I0Us_bU,https://www.youtube.com/watch?v=1Ap2I0Us_bU,Full Fight！パット・バミューダvsナパーム エンペラーNo.113 ライト級ワンマッチ,1,event,エンペラーNo.113
1Ap2I0Us_bU,https://www.youtube.com/watch?v=1Ap2I0Us_bU,Full Fight！パット・バミューダvsナパーム エンペラーNo.113 ライト級ワンマッチ,10,event,【0勝1敗】エンペラー初参戦
1GjvqNJwjo4,https://www.youtube.com/watch?v=1GjvqNJwjo4,Full Fight！【煽り付き】エリートスピリッツミドル級GP準決勝Ｂブロック　エス・ガリオンvsジャニマード・トスパチ,1,event,🟨エリートスピリッツミドル級GP 準決勝
1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,11,youtube_url,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0
1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,16,event,ターゲットNo.100
1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,17,event,☆ターゲットミドル級タイトルマッチ
1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,20,event,現ターゲットミドル級王者
1PtBS6rOpuQ,https://www.youtube.com/watch?v=1PtBS6rOpuQ,【煽りＶのみ】かべいvsギタミン・アーロン ターゲットNo.100 ミドル級タイトルマッチ,25,event,MAXバウトヘビー級王者
1XiijiZqf6k,https://www.youtube.com/watch?v=1XiijiZqf6k,Full Fight！さくらいvsステシエン・チェット エンペラーNo.115 ライト級ワンマッチ,1,event,エンペラーNo.115
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,1,event,エンペラーNo.110第五試合
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,3,event,【エンペラー公式ルール】
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,26,note_url,https://note.com/xyz1090
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,36,youtube_url,https://youtu.be/IY1WaJ22vP0
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,38,youtube_url,https://youtu.be/RSdWBnQvynU
1tjFo_lN-ZY,https://www.youtube.com/watch?v=1tjFo_lN-ZY,Full Fight！シャパール・アミアvsロコール・アラニン エンペラーNo.110 ミドル級ワンマッチ,45,event,#エンペラー
23ui9dCnMlE,https://www.youtube.com/watch?v=23ui9dCnMlE,Full Fight！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,1,event,第7回MAXバウトライト級GP一回戦Aブロック
23ui9dCnMlE,https://www.youtube.com/watch?v=23ui9dCnMlE,Full Fight！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,5,result_or_title,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手
23ui9dCnMlE,https://www.youtube.com/watch?v=23ui9dCnMlE,Full Fight！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,19,event,⑥【16勝5敗】⑦エンペラー⑧5回目
23ui9dCnMlE,https://www.youtube.com/watch?v=23ui9dCnMlE,Full Fight！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,20,event,⑨現エンペラーライト級王者
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,3,event,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,14,youtube_url,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,19,event,【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,25,event,⑥【21勝12敗】⑦エンペラー⑧5回目
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,26,event,⑨元エンペラーライト級王者
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,27,event,第6回 MAXバウトライト級トーナメント優勝
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,33,event,⑥【17勝5敗】⑦エンペラー⑧5回目
2CpXEYXDlP8,https://www.youtube.com/watch?v=2CpXEYXDlP8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,34,event,⑨現エンペラーライト級王者
2Mm9-KcrsfU,https://www.youtube.com/watch?v=2Mm9-KcrsfU,【煽りのみ】きんときvsおとさわ　ターゲットNo.90 ミドル級ワンマッチ,1,event,ターゲットNo.90
2Mm9-KcrsfU,https://www.youtube.com/watch?v=2Mm9-KcrsfU,【煽りのみ】きんときvsおとさわ　ターゲットNo.90 ミドル級ワンマッチ,3,event,☆ターゲットミドル級ワンマッチ
2Mm9-KcrsfU,https://www.youtube.com/watch?v=2Mm9-KcrsfU,【煽りのみ】きんときvsおとさわ　ターゲットNo.90 ミドル級ワンマッチ,9,event,32歳 190cm ターゲットプロジェクトチーム
2ULafpwGt9Q,https://www.youtube.com/watch?v=2ULafpwGt9Q,【きたむらvsつくりはら】（煽り映像付き）Full Fight！ターゲットNo.102 ライト級ワンマッチ,1,matchup,ターゲットNo.102対戦カード
3Knn6P1E6uU,https://www.youtube.com/watch?v=3Knn6P1E6uU,Full Fight！バンドルフ・ガルブンタvsローリングJr. マウンテン・ヒーローズNo.30 ライト級ワンマッチ,1,event,マウンテン・ヒーローズNo.30
3iSZAG1C2f0,https://www.youtube.com/watch?v=3iSZAG1C2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,3,event,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』
3iSZAG1C2f0,https://www.youtube.com/watch?v=3iSZAG1C2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,14,youtube_url,https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg
3iSZAG1C2f0,https://www.youtube.com/watch?v=3iSZAG1C2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,19,event,【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手
3iSZAG1C2f0,https://www.youtube.com/watch?v=3iSZAG1C2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,32,event,⑥【9勝2敗】⑦エンペラー⑧2回目
3iSZAG1C2f0,https://www.youtube.com/watch?v=3iSZAG1C2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,34,event,元エンペラーライト級王者
3jBGtu-PKEU,https://www.youtube.com/watch?v=3jBGtu-PKEU,【ローリングJr.vsぱいそんはやし】マウンテン・ヒーローズNo.38ミドル級ワンマッチ（クロコップ荒木の実況付きFull Fight！！）,1,event,マウンテン・ヒーローズNo.38
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,1,event,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック第一試合
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,7,result_or_title,⑨タイトル
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,9,event,第６回 MAXバウトライト級トーナメント一回戦
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,17,event,①アイス・トロン  ②［ミスターエンペラー］
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,19,event,⑥【42勝12敗】⑦エンペラー ⑧6回目
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,20,event,⑨元エンペラーライト級王者、第1回3回MAXバウトライト級トーナメント優勝、第2回4回MAXバウトライト級トーナメント準優勝
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,29,note_url,https://note.com/xyz1090
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,39,youtube_url,https://youtu.be/IY1WaJ22vP0
3k_jStTv5WI,https://www.youtube.com/watch?v=3k_jStTv5WI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,41,youtube_url,https://youtu.be/RSdWBnQvynU
3oa5Lu1GFAI,https://www.youtube.com/watch?v=3oa5Lu1GFAI,第7回MAXバウトライト級GP一回戦【煽り映像集】,1,event,第7回MAXバウトライト級GP一回戦の煽Vです！
3y5_aACiO9U,https://www.youtube.com/watch?v=3y5_aACiO9U,Full Fight！さんごくvsくわしお マウンテン・ヒーローズNo.29 ライト級ワンマッチ,1,event,マウンテン・ヒーローズNo.29
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,1,event,Full Fight！第６回 MAXバウトライト級トーナメント決勝
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,7,result_or_title,⑨タイトル
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,13,event,⑥【14勝4敗】⑦エンペラー ⑧3回目
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,14,event,⑨元エンペラーライト級王者
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,18,event,⑥【17勝10敗】⑦エンペラー ⑧4回目
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,19,event,⑨元エンペラーライト級王者
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,30,note_url,https://note.com/xyz1090
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,40,youtube_url,https://youtu.be/IY1WaJ22vP0
41MoU0PvO8w,https://www.youtube.com/watch?v=41MoU0PvO8w,Full Fight！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,42,youtube_url,https://youtu.be/RSdWBnQvynU
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,2,event,第5回MAXバウトミドル級トーナメントベスト8抽選会お越し頂きありがとうございました‼️
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,4,matchup,🔥ベスト８対戦カードです🔥
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,9,result_or_title,⑨タイトル⑩戦いたい相手
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,23,event,⑥【17勝7敗】⑦エンペラー⑧4回目
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,32,event,⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,34,event,現エンペラーミドル級王者
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,35,event,第4回MAXバウトミドル級トーナメント優勝
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,41,event,⑥【4勝1敗】⑦エンペラー⑧1回目
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,52,event,⑥【10勝1敗】⑦ターゲット⑧2回目
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,53,event,⑨現ターゲットミドル級王者
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,61,event,第2回、第3回MAXバウトミドル級トーナメント優勝
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,71,event,第4回MAXバウトミドル級ＧＰ準優勝
42CA9T_Qk7Y,https://www.youtube.com/watch?v=42CA9T_Qk7Y,感謝！！！,77,event,⑥【8勝3敗】⑦ターゲット⑧2回目
48v5jmJeu1E,https://www.youtube.com/watch?v=48v5jmJeu1E,【サム・ラッシュvsわしかが】Full Fight！ターゲットNo.102 ミドル級ワンマッチ,1,matchup,ターゲットNo.102対戦カード
48v5jmJeu1E,https://www.youtube.com/watch?v=48v5jmJeu1E,【サム・ラッシュvsわしかが】Full Fight！ターゲットNo.102 ミドル級ワンマッチ,5,event,24歳 184cm ターゲットＰＪ
