article_id,article_title,url,line_number,line_type,line_text
note-n140f32db6ddd,マウンテン・ヒーローズNo.30対戦カード,https://note.com/xyz1090/n/n140f32db6ddd,31,matchup,マウンテン・ヒーローズNo.30対戦カード
note-n140f32db6ddd,マウンテン・ヒーローズNo.30対戦カード,https://note.com/xyz1090/n/n140f32db6ddd,46,matchup,マウンテン・ヒーローズNo.30対戦カード
note-n140f32db6ddd,マウンテン・ヒーローズNo.30対戦カード,https://note.com/xyz1090/n/n140f32db6ddd,47,result,☆ライト級タイトルマッチ
note-n2b1afe4a5489,ターゲットNo.93対戦カード,https://note.com/xyz1090/n/n2b1afe4a5489,4,matchup,ターゲットNo.93対戦カード｜アラカク通信のーと
note-n2b1afe4a5489,ターゲットNo.93対戦カード,https://note.com/xyz1090/n/n2b1afe4a5489,31,matchup,ターゲットNo.93対戦カード
note-n2b1afe4a5489,ターゲットNo.93対戦カード,https://note.com/xyz1090/n/n2b1afe4a5489,46,matchup,ターゲットNo.93対戦カード
note-n2b1afe4a5489,ターゲットNo.93対戦カード,https://note.com/xyz1090/n/n2b1afe4a5489,48,result,☆ライト級タイトルマッチ
note-n930df063ece1,マウンテン・ヒーローズNo.29試合結果,https://note.com/xyz1090/n/n930df063ece1,59,result_with_time,（1R1分32秒KO 右フック）
note-n930df063ece1,マウンテン・ヒーローズNo.29試合結果,https://note.com/xyz1090/n/n930df063ece1,66,result_with_time,（1R2分31秒TKO 左フック→パウンド®️）
note-n930df063ece1,マウンテン・ヒーローズNo.29試合結果,https://note.com/xyz1090/n/n930df063ece1,73,result_with_time,（1R3分21秒TKO パウンド®️）
note-n930df063ece1,マウンテン・ヒーローズNo.29試合結果,https://note.com/xyz1090/n/n930df063ece1,80,result_with_time,（2R3分38秒KO 左ストレート）
note-n59fa84ea4378,マウンテン・ヒーローズNo.29対戦カード,https://note.com/xyz1090/n/n59fa84ea4378,4,matchup,マウンテン・ヒーローズNo.29対戦カード｜アラカク通信のーと
note-n59fa84ea4378,マウンテン・ヒーローズNo.29対戦カード,https://note.com/xyz1090/n/n59fa84ea4378,31,matchup,マウンテン・ヒーローズNo.29対戦カード
note-n59fa84ea4378,マウンテン・ヒーローズNo.29対戦カード,https://note.com/xyz1090/n/n59fa84ea4378,46,matchup,マウンテン・ヒーローズNo.29対戦カード
note-na7a62e09f61c,エンペラーNo.113 試合結果,https://note.com/xyz1090/n/na7a62e09f61c,52,result_with_time,（1R1分43秒KO スタンドパンチ連打）
note-na7a62e09f61c,エンペラーNo.113 試合結果,https://note.com/xyz1090/n/na7a62e09f61c,59,result_with_time,（1R2分16秒KO 飛び膝蹴り→パウンド）
note-na7a62e09f61c,エンペラーNo.113 試合結果,https://note.com/xyz1090/n/na7a62e09f61c,73,result_with_time,（2R2分02秒KO 左ボディ→パウンド）
note-na7a62e09f61c,エンペラーNo.113 試合結果,https://note.com/xyz1090/n/na7a62e09f61c,80,result_with_time,（1R2分33秒KO 右フック→パウンド）
note-n4673c4012f34,エンペラーNo.113対戦カード,https://note.com/xyz1090/n/n4673c4012f34,4,matchup,エンペラーNo.113対戦カード｜アラカク通信のーと
note-n4673c4012f34,エンペラーNo.113対戦カード,https://note.com/xyz1090/n/n4673c4012f34,31,matchup,エンペラーNo.113対戦カード
note-n4673c4012f34,エンペラーNo.113対戦カード,https://note.com/xyz1090/n/n4673c4012f34,46,matchup,エンペラーNo.113対戦カード
note-nd192a977dd47,ターゲットNo.92試合結果,https://note.com/xyz1090/n/nd192a977dd47,50,result_with_time,（2R2分44秒TKO パウンド［タオル投入］）
note-nd192a977dd47,ターゲットNo.92試合結果,https://note.com/xyz1090/n/nd192a977dd47,55,result_with_time,（1R2分47秒KO 左ハイキック→パウンド）
note-nd192a977dd47,ターゲットNo.92試合結果,https://note.com/xyz1090/n/nd192a977dd47,60,result_with_time,（1R4分59秒KO 左フック）
note-nd192a977dd47,ターゲットNo.92試合結果,https://note.com/xyz1090/n/nd192a977dd47,65,result_with_time,（3R2分32秒KO 左アッパー）
note-n85e79ea2fbaf,ターゲットNo.92対戦カード決定,https://note.com/xyz1090/n/n85e79ea2fbaf,4,matchup,ターゲットNo.92対戦カード決定｜アラカク通信のーと
note-n85e79ea2fbaf,ターゲットNo.92対戦カード決定,https://note.com/xyz1090/n/n85e79ea2fbaf,31,matchup,ターゲットNo.92対戦カード決定
note-n85e79ea2fbaf,ターゲットNo.92対戦カード決定,https://note.com/xyz1090/n/n85e79ea2fbaf,46,matchup,ターゲットNo.92対戦カード
note-nf5c664e46dfb,第5回MAXバウトミドル級トーナメント決勝　結果,https://note.com/xyz1090/n/nf5c664e46dfb,49,result_with_time,（1R3分47秒KO スタンドパンチ連打→膝蹴り）
note-nb2d5ed6ff53e,第５回MAXバウトミドル級トーナメント【決勝】,https://note.com/xyz1090/n/nb2d5ed6ff53e,66,result,⑨タイトル⑩戦いたい相手
note-n9ffa2d8d29d4,第５回MAXバウトミドル級トーナメント準決勝結果,https://note.com/xyz1090/n/n9ffa2d8d29d4,51,result_with_time,（1R2分56秒KO スープレックス→パウンド）
note-n9ffa2d8d29d4,第５回MAXバウトミドル級トーナメント準決勝結果,https://note.com/xyz1090/n/n9ffa2d8d29d4,55,result_with_time,（2R0分53秒KO 肘打ち）
note-nfe8738dd4847,第５回MAXバウトミドル級トーナメント【準決勝】,https://note.com/xyz1090/n/nfe8738dd4847,51,result,⑨タイトル⑩戦いたい相手
note-nd7936059d9ed,第５回MAXバウトミドル級トーナメント８　試合結果,https://note.com/xyz1090/n/nd7936059d9ed,59,result_with_time,（2R3分12秒KO バックスピンキック→パウンド）
note-nd7936059d9ed,第５回MAXバウトミドル級トーナメント８　試合結果,https://note.com/xyz1090/n/nd7936059d9ed,64,result_with_time,（3R終了 判定2-1）
note-n7b52213fc431,第５回MAXバウトミドル級トーナメント８　対戦カード,https://note.com/xyz1090/n/n7b52213fc431,4,matchup,第５回MAXバウトミドル級トーナメント８ 対戦カード｜アラカク通信のーと
note-n7b52213fc431,第５回MAXバウトミドル級トーナメント８　対戦カード,https://note.com/xyz1090/n/n7b52213fc431,31,matchup,第５回MAXバウトミドル級トーナメント８ 対戦カード
note-n7b52213fc431,第５回MAXバウトミドル級トーナメント８　対戦カード,https://note.com/xyz1090/n/n7b52213fc431,46,matchup,第５回MAXバウトミドル級トーナメント８ 対戦カード
note-n7b52213fc431,第５回MAXバウトミドル級トーナメント８　対戦カード,https://note.com/xyz1090/n/n7b52213fc431,51,result,⑨タイトル⑩戦いたい相手
note-n6f402a63952c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会試合結果,https://note.com/xyz1090/n/n6f402a63952c,51,result_with_time,（1R3分35秒KO 左ハイキック→パウンド）
note-n6f402a63952c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会試合結果,https://note.com/xyz1090/n/n6f402a63952c,61,result_with_time,（1R2分39秒KO 左フック→パウンド）
note-n6f402a63952c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会試合結果,https://note.com/xyz1090/n/n6f402a63952c,67,result_with_time,（1R3分49秒KO 左フック）
note-n6f402a63952c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会試合結果,https://note.com/xyz1090/n/n6f402a63952c,71,result,☆ライト級タイトルマッチ
note-n6f402a63952c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会試合結果,https://note.com/xyz1090/n/n6f402a63952c,73,result,（判定3-0）防衛成功①
note-nb7b4be41c85c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会　~ライト級祭り~,https://note.com/xyz1090/n/nb7b4be41c85c,93,result,☆ライト級タイトルマッチ
note-n7c63ad4c39b2,第5回MAXバウトミドル級GP一回戦Bグループ　試合結果,https://note.com/xyz1090/n/n7c63ad4c39b2,56,result_with_time,（3R終了 判定3-0）
note-n41003b8328ca,第5回MAXバウトミドル級ＧＰ一回戦Bグループ,https://note.com/xyz1090/n/n41003b8328ca,52,result,⑨タイトル⑩戦いたい相手
note-n68c4a85d8fbb,第5回MAXバウトミドル級GP一回戦Aグループ　試合結果,https://note.com/xyz1090/n/n68c4a85d8fbb,51,result,（３Ｒ終了 判定3-0）
note-nc8662072da97,第5回MAXバウトミドル級ＧＰ一回戦Aグループ,https://note.com/xyz1090/n/nc8662072da97,51,result,⑨タイトル⑩戦いたい相手
note-nc8662072da97,第5回MAXバウトミドル級ＧＰ一回戦Aグループ,https://note.com/xyz1090/n/nc8662072da97,81,result,②キラーファイトのKOキング
note-n1dad6c53911a,ターゲットNo.90　エンペラーNo.111合同大会試合結果,https://note.com/xyz1090/n/n1dad6c53911a,51,result_with_time,（1R2分54秒一本 腕ひしぎ十字固め）
note-n1dad6c53911a,ターゲットNo.90　エンペラーNo.111合同大会試合結果,https://note.com/xyz1090/n/n1dad6c53911a,56,result_with_time,（1R1分59秒KO パウンド®️）
note-n1dad6c53911a,ターゲットNo.90　エンペラーNo.111合同大会試合結果,https://note.com/xyz1090/n/n1dad6c53911a,61,result_with_time,（1R1分45秒TKO タップアウト 肘脱臼）
note-n1dad6c53911a,ターゲットNo.90　エンペラーNo.111合同大会試合結果,https://note.com/xyz1090/n/n1dad6c53911a,66,result_with_time,（1R1分50秒KO 左ボディブロー）
note-nab6c0086a467,ターゲットNo.90　エンペラーNo.111合同大会対戦カード,https://note.com/xyz1090/n/nab6c0086a467,4,matchup,ターゲットNo.90 エンペラーNo.111合同大会対戦カード｜アラカク通信のーと
note-nab6c0086a467,ターゲットNo.90　エンペラーNo.111合同大会対戦カード,https://note.com/xyz1090/n/nab6c0086a467,31,matchup,ターゲットNo.90 エンペラーNo.111合同大会対戦カード
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,46,result,☆ライト級タイトルマッチ
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,48,result_with_time,（3R終了 判定3-0）
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,54,result_with_time,（1R終了時TKO ドクターストップ 足の負傷）
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,59,result_with_time,（2R3分19秒TKO パウンド®️）
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,64,result_with_time,（1R2分08秒TKO グランド膝蹴り®️）
note-n7c5e9c9e8a5b,ターゲットNo.89試合結果,https://note.com/xyz1090/n/n7c5e9c9e8a5b,69,result_with_time,（1R3分17秒TKO パウンド®️）
note-n9c82c5dfdabb,ターゲットNo.89対戦カード,https://note.com/xyz1090/n/n9c82c5dfdabb,4,matchup,ターゲットNo.89対戦カード｜アラカク通信のーと
note-n9c82c5dfdabb,ターゲットNo.89対戦カード,https://note.com/xyz1090/n/n9c82c5dfdabb,31,matchup,ターゲットNo.89対戦カード
note-n9c82c5dfdabb,ターゲットNo.89対戦カード,https://note.com/xyz1090/n/n9c82c5dfdabb,46,matchup,ターゲットNo.89対戦カード
note-n9c82c5dfdabb,ターゲットNo.89対戦カード,https://note.com/xyz1090/n/n9c82c5dfdabb,48,result,☆ライト級タイトルマッチ
note-n92c7ab623e16,マウンテン・ヒーローズNo.27試合結果,https://note.com/xyz1090/n/n92c7ab623e16,46,result,☆ミドル級ワンマッチ（ノンタイトル）
note-n92c7ab623e16,マウンテン・ヒーローズNo.27試合結果,https://note.com/xyz1090/n/n92c7ab623e16,53,result_with_time,（3R終了 判定3-0）
note-n92c7ab623e16,マウンテン・ヒーローズNo.27試合結果,https://note.com/xyz1090/n/n92c7ab623e16,58,result_with_time,（1R0分39秒TKO 飛び膝蹴り→パウンド）
note-n92c7ab623e16,マウンテン・ヒーローズNo.27試合結果,https://note.com/xyz1090/n/n92c7ab623e16,68,result_with_time,（2R0分53秒KO 左フック一撃）
note-nf1567c13c0cc,マウンテン・ヒーローズNo.27,https://note.com/xyz1090/n/nf1567c13c0cc,44,matchup,M・H No.27対戦カード
note-nf1567c13c0cc,マウンテン・ヒーローズNo.27,https://note.com/xyz1090/n/nf1567c13c0cc,46,result,☆ミドル級ワンマッチ（ノンタイトル）
note-n2ecf288742b3,エンペラーNo.110 試合結果,https://note.com/xyz1090/n/n2ecf288742b3,58,result_with_time,（1R1分22秒KO 右フック）
note-n2ecf288742b3,エンペラーNo.110 試合結果,https://note.com/xyz1090/n/n2ecf288742b3,63,result_with_time,（3R3分06秒TKO タオル投入）
note-n2ecf288742b3,エンペラーNo.110 試合結果,https://note.com/xyz1090/n/n2ecf288742b3,68,result_with_time,（1R2分10秒TKO パウンド®️）
note-n7ac855e720de,エンペラーNo.110対戦カード決定,https://note.com/xyz1090/n/n7ac855e720de,4,matchup,エンペラーNo.110対戦カード決定｜アラカク通信のーと
note-n7ac855e720de,エンペラーNo.110対戦カード決定,https://note.com/xyz1090/n/n7ac855e720de,31,matchup,エンペラーNo.110対戦カード決定
note-n7ac855e720de,エンペラーNo.110対戦カード決定,https://note.com/xyz1090/n/n7ac855e720de,46,matchup,エンペラーNo.110対戦カード
note-n4b5b6cc0c6ec,第６回 MAXバウトライト級トーナメント決勝結果,https://note.com/xyz1090/n/n4b5b6cc0c6ec,53,result_with_time,（2R1分14秒KO 左フック→パウンド）
note-na86197774d5e,第６回 MAXバウトライト級トーナメント決勝,https://note.com/xyz1090/n/na86197774d5e,52,result,⑨タイトル
note-ndecd8772f601,第６回 MAXバウトライト級トーナメント準決勝結果,https://note.com/xyz1090/n/ndecd8772f601,52,result_with_time,（3R終了判定2-1）
note-ndecd8772f601,第６回 MAXバウトライト級トーナメント準決勝結果,https://note.com/xyz1090/n/ndecd8772f601,58,result_with_time,（1R1分57秒KO 右フック）
note-n8da1505d0ea4,第６回 MAXバウトライト級トーナメント準決勝,https://note.com/xyz1090/n/n8da1505d0ea4,52,result,⑨タイトル
note-n8da1505d0ea4,第６回 MAXバウトライト級トーナメント準決勝,https://note.com/xyz1090/n/n8da1505d0ea4,55,matchup,①ランダーデビル ②［デビル軍の絶対的エース］
note-n9a513018f5eb,第６回MAXバウトライト級トーナメント二回戦試合結果,https://note.com/xyz1090/n/n9a513018f5eb,54,result_with_time,（1R3分24秒TKO 左フック）
note-n9a513018f5eb,第６回MAXバウトライト級トーナメント二回戦試合結果,https://note.com/xyz1090/n/n9a513018f5eb,59,result_with_time,（3R2分50秒TKO ヒザ蹴り→パウンド）
note-n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード,https://note.com/xyz1090/n/n48b479857848,4,matchup,第６回MAXバウトライト級トーナメントニ回戦対戦カード｜アラカク通信のーと
note-n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード,https://note.com/xyz1090/n/n48b479857848,31,matchup,第６回MAXバウトライト級トーナメントニ回戦対戦カード
note-n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード,https://note.com/xyz1090/n/n48b479857848,44,matchup,第６回MAXバウトライト級トーナメント２回戦対戦カード
note-n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード,https://note.com/xyz1090/n/n48b479857848,47,matchup,①ランダーデビル ②［デビル軍の絶対的エース］
note-n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード,https://note.com/xyz1090/n/n48b479857848,98,result,⑨タイトル
note-n32f248989390,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果,https://note.com/xyz1090/n/n32f248989390,53,result_with_time,3R終了 判定2-1
note-n32f248989390,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果,https://note.com/xyz1090/n/n32f248989390,61,result_with_time,1R終了 TKO タオル投入によるコーナーストップ
note-n649d6e4ecaaa,第６回 MAXバウトライト級トーナメント一回戦　Ｂブロック,https://note.com/xyz1090/n/n649d6e4ecaaa,48,result,⑨タイトル
note-n649d6e4ecaaa,第６回 MAXバウトライト級トーナメント一回戦　Ｂブロック,https://note.com/xyz1090/n/n649d6e4ecaaa,51,matchup,①ランダーデビル ②［デビル軍の絶対的エース］
note-n96b3975ccdad,第６回 MAXバウトライト級トーナメント一回戦Ａブロック試合結果,https://note.com/xyz1090/n/n96b3975ccdad,49,result_with_time,2R1分29秒KO（グランド肘打ち）
note-n96b3975ccdad,第６回 MAXバウトライト級トーナメント一回戦Ａブロック試合結果,https://note.com/xyz1090/n/n96b3975ccdad,53,result_with_time,1R4分37秒KO（左フック→パウンド）
note-n96b3975ccdad,第６回 MAXバウトライト級トーナメント一回戦Ａブロック試合結果,https://note.com/xyz1090/n/n96b3975ccdad,57,result_with_time,3R0分43秒KO（左ミドルキック）
note-n96b3975ccdad,第６回 MAXバウトライト級トーナメント一回戦Ａブロック試合結果,https://note.com/xyz1090/n/n96b3975ccdad,61,result_with_time,1R3分51秒KO（飛びヒザ蹴り）
note-neffcc3305fb5,第６回 MAXバウトライト級トーナメント一回戦　Ａブロック,https://note.com/xyz1090/n/neffcc3305fb5,49,result,⑨タイトル
note-n63690ded65ef,ターゲットNo.88試合結果,https://note.com/xyz1090/n/n63690ded65ef,48,result_with_time,1R2分11秒TKO（左ストレート→パウンド®️）
note-n63690ded65ef,ターゲットNo.88試合結果,https://note.com/xyz1090/n/n63690ded65ef,58,result_with_time,3R0分25秒KO（左フック）
